no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words
11791,2021-12-24T09:06:45.000Z,Media masyarakat dan publik harus mendorong DPR RI agar segera mengesahkan RUU TPKS Rosmiati,media masyarakat dan publik harus dorong DPR RI agar segera pengesahan RUU TPKS rosmiati,0.2,0.05,1.0954451150103324,positive,"['media', 'masyarakat', 'dan', 'publik', 'harus', 'dorong', 'DPR', 'RI', 'agar', 'segera', 'pengesahan', 'RUU', 'TPKS', 'rosmiati']","['media', 'masyarakat', 'publik', 'dorong', 'DPR', 'RI', 'agar', 'segera', 'pengesahan', 'RUU', 'TPKS']","['dan', 'rosmiati']"
11797,2021-12-24T04:00:24.000Z,Presiden Sudah Kirim Surat ke DPR RI untuk Bahas RUU Perubahan UU ITE,presiden sudah kirim surat ke DPR RI untuk bahas RUU ubah UU ITE,0.0,0.0,0.0,neutral,"['presiden', 'sudah', 'kirim', 'surat', 'ke', 'DPR', 'RI', 'untuk', 'bahas', 'RUU', 'ubah', 'UU', 'ITE']","['presiden', 'kirim', 'surat', 'DPR', 'RI', 'bahas', 'RUU', 'UU', 'ITE']","['ke', 'untuk', 'ubah']"
11812,2021-12-23T13:46:10.000Z,Hal itu disampaikan Desmond saat memimpin pertemuan Tim Kunjungan Kerja Reses Komisi III DPR RI dengan Kapolda Banten Rudy Heriyanto beserta jajaran dan Kepala Badan Narkotika Nasional BNN Banten Hendri Marpaung beserta jajaran,hal itu sampai desmond saat kepemimpinan temu tim kunjung kerja reses komisi II DPR RI dengan kapolda banten rudy heriyanto serta jajar dan kepala badan narkotika nasional BNN banten hendri marpaung serta jajar,0.0,0.0,0.0,neutral,"['hal', 'itu', 'sampai', 'desmond', 'saat', 'kepemimpinan', 'temu', 'tim', 'kunjung', 'kerja', 'reses', 'komisi', 'II', 'DPR', 'RI', 'dengan', 'kapolda', 'banten', 'rudy', 'heriyanto', 'serta', 'jajar', 'dan', 'kepala', 'badan', 'narkotika', 'nasional', 'BNN', 'banten', 'hendri', 'marpaung', 'serta', 'jajar']","['sampai', 'kepemimpinan', 'temu', 'tim', 'kunjung', 'kerja', 'reses', 'komisi', 'II', 'DPR', 'RI', 'kapolda', 'banten', 'serta', 'kepala', 'badan', 'narkotika', 'nasional', 'BNN', 'banten', 'serta']","['hal', 'desmond', 'saat', 'dengan', 'rudy', 'heriyanto', 'jajar', 'dan', 'hendri', 'marpaung', 'jajar']"
11824,2021-12-23T04:15:00.000Z,Ketua Fraksi PDI Perjuangan DPR RI Utut Adianto menyebut ada mekanisme yang harus dilalui untuk membawa RUU TPKS ke rapat paripurna untuk diputuskan menjadi usul inisiatif DPR pdiperjuangan,ketua partai PDI juang DPR RI utut adianto sebut ada mekanisme yang harus lalu untuk bawa RUU TPKS ke rapat paripurna untuk keputusan jadi usul inisiatif DPR pdiperjuangan,0.0,0.0,0.0,neutral,"['ketua', 'partai', 'PDI', 'juang', 'DPR', 'RI', 'utut', 'adianto', 'sebut', 'ada', 'mekanisme', 'yang', 'harus', 'lalu', 'untuk', 'bawa', 'RUU', 'TPKS', 'ke', 'rapat', 'paripurna', 'untuk', 'keputusan', 'jadi', 'usul', 'inisiatif', 'DPR', 'pdiperjuangan']","['ketua', 'partai', 'PDI', 'juang', 'DPR', 'RI', 'ada', 'mekanisme', 'lalu', 'bawa', 'RUU', 'TPKS', 'rapat', 'paripurna', 'keputusan', 'jadi', 'usul', 'inisiatif', 'DPR', 'pdiperjuangan']","['utut', 'adianto', 'sebut', 'untuk', 'ke', 'untuk']"
11837,2021-12-22T10:51:11.000Z,Mari terus dukung perlindungan hak perempuan Desak Presiden dan segera sahkan RUU Penghapusan Kekerasan Seksual dan RUU Perlindungan Pekerja Rumah Tangga yang melindungi hak perempuan Beri dukungan dan desak keadilan untuk korban kekerasan berbasis gender,mari terus dukungan lindung hak perempuan desakan presiden dan segera sahkan RUU hapus keras seksual dan RUU lindung kerja rumah tangga yang lindung hak perempuan beri dukungan dan desakan adil untuk korban keras bas gender,0.4,0.1,1.3416407864998738,positive,"['mari', 'terus', 'dukungan', 'lindung', 'hak', 'perempuan', 'desakan', 'presiden', 'dan', 'segera', 'sahkan', 'RUU', 'hapus', 'keras', 'seksual', 'dan', 'RUU', 'lindung', 'kerja', 'rumah', 'tangga', 'yang', 'lindung', 'hak', 'perempuan', 'beri', 'dukungan', 'dan', 'desakan', 'adil', 'untuk', 'korban', 'keras', 'bas', 'gender']","['mari', 'dukungan', 'lindung', 'hak', 'perempuan', 'desakan', 'presiden', 'segera', 'sahkan', 'RUU', 'hapus', 'seksual', 'RUU', 'lindung', 'kerja', 'rumah', 'lindung', 'hak', 'perempuan', 'beri', 'dukungan', 'desakan', 'adil', 'korban']","['terus', 'dan', 'keras', 'dan', 'tangga', 'dan', 'untuk', 'keras', 'bas', 'gender']"
11840,2021-12-22T10:07:47.000Z,Anggota Komisi IX DPR Kurniasih Mufidayati mengusulkan karantina bagi perjalanan luar negeri menjadi hingga hari Kurniasih meminta kebijakan karantina diambil dari penelitian masa inkubasi Covid,anggota komisi IX DPR kurniasih mufidayati usul karantina bagi jalan luar negeri jadi hingga hari kurniasih minta kebijakan karantina ambil dari teliti masa inkubasi covid,0.2,0.05,0.447213595499958,positive,"['anggota', 'komisi', 'IX', 'DPR', 'kurniasih', 'mufidayati', 'usul', 'karantina', 'bagi', 'jalan', 'luar', 'negeri', 'jadi', 'hingga', 'hari', 'kurniasih', 'minta', 'kebijakan', 'karantina', 'ambil', 'dari', 'teliti', 'masa', 'inkubasi', 'covid']","['anggota', 'komisi', 'IX', 'DPR', 'usul', 'karantina', 'bagi', 'negeri', 'jadi', 'hari', 'minta', 'kebijakan', 'karantina', 'ambil', 'masa']","['kurniasih', 'mufidayati', 'jalan', 'luar', 'hingga', 'kurniasih', 'teliti', 'inkubasi', 'covid']"
11857,2021-12-22T03:10:33.000Z,Puan Maharani menyatakan DPR RI akan mendorong pemerintah untuk lebih memperhatikan masyarakat di pengungsian dan masa pemulihan ke depannya DPRuntukNegeri terus mendengar aspirasi rakyat,puan maharani nyata DPR RI akan dorong pemerintah untuk lebih perhati masyarakat di ungsi dan masa pulih ke depan dpruntuknegeri terus dengar aspirasi rakyat,1.0,0.25,0.0,positive,"['puan', 'maharani', 'nyata', 'DPR', 'RI', 'akan', 'dorong', 'pemerintah', 'untuk', 'lebih', 'perhati', 'masyarakat', 'di', 'ungsi', 'dan', 'masa', 'pulih', 'ke', 'depan', 'dpruntuknegeri', 'terus', 'dengar', 'aspirasi', 'rakyat']","['puan', 'maharani', 'nyata', 'DPR', 'RI', 'dorong', 'pemerintah', 'lebih', 'masyarakat', 'masa', 'dengar', 'aspirasi', 'rakyat']","['akan', 'untuk', 'perhati', 'di', 'ungsi', 'dan', 'pulih', 'ke', 'depan', 'dpruntuknegeri', 'terus']"
11864,2021-12-22T01:04:26.000Z,Dalam Kunjungan Reses ke Provinsi Sumatera Selatan Anggota Komisi X DPR RI Ir H Nuroji menyampaikan bahwa Sumsel sngat berpotensi pariwisatanya dikembangkan berbasis sejarah dan budaya mengingat Palembang dahulu sebagai pusat kerajaan besar Sriwijaya,dalam kunjung reses ke provinsi sumatera selatan anggota komisi kali DPR RI ir h nuroji sampai bahwa sumsel sngat potensi pariwisata kembang bas sejarah dan budaya ingat palembang dahulu bagai pusat raja besar sriwijaya,0.8,0.2,0.447213595499958,positive,"['dalam', 'kunjung', 'reses', 'ke', 'provinsi', 'sumatera', 'selatan', 'anggota', 'komisi', 'kali', 'DPR', 'RI', 'ir', 'h', 'nuroji', 'sampai', 'bahwa', 'sumsel', 'sngat', 'potensi', 'pariwisata', 'kembang', 'bas', 'sejarah', 'dan', 'budaya', 'ingat', 'palembang', 'dahulu', 'bagai', 'pusat', 'raja', 'besar', 'sriwijaya']","['dalam', 'kunjung', 'reses', 'provinsi', 'sumatera', 'selatan', 'anggota', 'komisi', 'DPR', 'RI', 'sampai', 'sumsel', 'potensi', 'kembang', 'budaya', 'ingat', 'dahulu', 'pusat', 'besar']","['ke', 'kali', 'ir', 'h', 'nuroji', 'bahwa', 'sngat', 'pariwisata', 'bas', 'sejarah', 'dan', 'palembang', 'bagai', 'raja', 'sriwijaya']"
11867,2021-12-21T23:48:58.000Z,BANGSAT SAHKAN RUU PKS SEKARANG JUGA!,BANGSAT SAHKAN RUU PKS SEKARANG JUGA !,-4.0,-1.0,0.0,negative,"['BANGSAT', 'SAHKAN', 'RUU', 'PKS', 'SEKARANG', 'JUGA', '!']","['BANGSAT', 'SAHKAN', 'RUU', 'PKS']","['SEKARANG', 'JUGA', '!']"
11891,2021-12-20T23:57:08.000Z,Dalam mewujudkan visi tersebut pemerintah bersama Dewan Perwakilan Rakyat menyusun membahas rancangan undang undang yg kemudian menjadi Undang Undang Nomor Tahun tentang Desa UU Desa KumhamPasti bumdes membangundaridesa KemenkumhamRI,dalam perwujudan visi sebut pemerintah sama dewan wakil rakyat susun bahas rancangan undang undang yang kemudian jadi undang undang nomor tahun tentang desa UU desa kumhampasti bumdes membangundaridesa kemenkumhamri,0.8,0.2,0.447213595499958,positive,"['dalam', 'perwujudan', 'visi', 'sebut', 'pemerintah', 'sama', 'dewan', 'wakil', 'rakyat', 'susun', 'bahas', 'rancangan', 'undang', 'undang', 'yang', 'kemudian', 'jadi', 'undang', 'undang', 'nomor', 'tahun', 'tentang', 'desa', 'UU', 'desa', 'kumhampasti', 'bumdes', 'membangundaridesa', 'kemenkumhamri']","['dalam', 'perwujudan', 'visi', 'pemerintah', 'sama', 'dewan', 'wakil', 'rakyat', 'bahas', 'rancangan', 'undang', 'undang', 'jadi', 'undang', 'undang', 'tahun', 'tentang', 'desa', 'UU', 'desa', 'kumhampasti']","['sebut', 'susun', 'kemudian', 'nomor', 'bumdes', 'membangundaridesa', 'kemenkumhamri']"
11918,2021-12-20T05:26:41.000Z,Apa betul kalian dlm hati menolak Sehingga Tak Ada Hati Sahkan RUU TPKS ???!! Kalau takut terkena internal sendiri bgm mgkn kalian bs diharapkan Rakyat agar perjuangkan UU yg menjerat tindakan kekerasan seksual dinegeri ini,apa banget kalian dalam hati penolakan sehingga tak ada hati sahkan RUU TPKS ? ? ! ! jika takut kena internal sendiri bgm mungkin kalian dapat harap rakyat agar juang UU yang jerat tindakan keras seksual negeri ini,-2.8,-0.7,0.4472135954999578,negative,"['apa', 'banget', 'kalian', 'dalam', 'hati', 'penolakan', 'sehingga', 'tak', 'ada', 'hati', 'sahkan', 'RUU', 'TPKS', '?', '?', '!', '!', 'jika', 'takut', 'kena', 'internal', 'sendiri', 'bgm', 'mungkin', 'kalian', 'dapat', 'harap', 'rakyat', 'agar', 'juang', 'UU', 'yang', 'jerat', 'tindakan', 'keras', 'seksual', 'negeri', 'ini']","['banget', 'kalian', 'dalam', 'hati', 'penolakan', 'ada', 'hati', 'sahkan', 'RUU', 'TPKS', 'takut', 'kena', 'sendiri', 'mungkin', 'kalian', 'dapat', 'harap', 'rakyat', 'agar', 'juang', 'UU', 'tindakan', 'seksual', 'negeri']","['sehingga', 'tak', '?', '?', '!', '!', 'jika', 'internal', 'bgm', 'jerat', 'keras', 'ini']"
11927,2021-12-19T15:55:33.000Z,Pelaku Pemerkosaan Bocah Tahun Masih Bebas Anggota DPR RI Desak Kapolda Aceh Turun Tangan,pelaksanaan perkosa bocah tahun masih bebas anggota DPR RI desakan kapolda aceh turun tangan,0.8,0.2,0.4472135954999579,positive,"['pelaksanaan', 'perkosa', 'bocah', 'tahun', 'masih', 'bebas', 'anggota', 'DPR', 'RI', 'desakan', 'kapolda', 'aceh', 'turun', 'tangan']","['pelaksanaan', 'tahun', 'masih', 'bebas', 'anggota', 'DPR', 'RI', 'desakan', 'kapolda', 'aceh', 'turun', 'tangan']","['perkosa', 'bocah']"
11934,2021-12-19T09:45:58.000Z,Berarti yg hrs di dorong untuk membubarkan itu Presiden RI dan donk kalau pun DRR RI bisa menyetujui aspirasi rakyat yg setuju pembubaran Lembaga yg gak berguna itu tp Presiden pasti gak setuju,arti yang harus di dorong untuk bubar itu presiden RI dan dong jika pun DRR RI dapat tuju aspirasi rakyat yang tuju bubar lembaga yang tidak penggunaan itu tetapi presiden pasti tidak tuju,-0.4,-0.1,1.5165750888103102,negative,"['arti', 'yang', 'harus', 'di', 'dorong', 'untuk', 'bubar', 'itu', 'presiden', 'RI', 'dan', 'dong', 'jika', 'pun', 'DRR', 'RI', 'dapat', 'tuju', 'aspirasi', 'rakyat', 'yang', 'tuju', 'bubar', 'lembaga', 'yang', 'tidak', 'penggunaan', 'itu', 'tetapi', 'presiden', 'pasti', 'tidak', 'tuju']","['arti', 'dorong', 'presiden', 'RI', 'RI', 'dapat', 'tuju', 'aspirasi', 'rakyat', 'tuju', 'lembaga', 'penggunaan', 'presiden', 'pasti', 'tuju']","['di', 'untuk', 'bubar', 'dan', 'dong', 'jika', 'DRR', 'bubar', 'tetapi']"
11943,2021-12-19T00:12:11.000Z,Bisa dipetakan ndak seh anggota yang menolak dan mendukung? Paling tidak masuk ke portofolio anggota dpr yang menunjukan selama dia terpilih mendukung RUU apa saja atau menentang RUU apa saja agar jadi pertanggungjawaban kpd rakyat pertimbangan pemilu kedepan,dapat peta indak sih anggota yang penolakan dan dukungan ? paling tidak masuk ke portofolio anggota dpr yang tunjuk lama dia pilih dukungan RUU apa saja atau tentang RUU apa saja agar jadi pertanggungjawaban kepada rakyat timbang pemilu depan,0.6,0.15,0.8944271909999161,positive,"['dapat', 'peta', 'indak', 'sih', 'anggota', 'yang', 'penolakan', 'dan', 'dukungan', '?', 'paling', 'tidak', 'masuk', 'ke', 'portofolio', 'anggota', 'dpr', 'yang', 'tunjuk', 'lama', 'dia', 'pilih', 'dukungan', 'RUU', 'apa', 'saja', 'atau', 'tentang', 'RUU', 'apa', 'saja', 'agar', 'jadi', 'pertanggungjawaban', 'kepada', 'rakyat', 'timbang', 'pemilu', 'depan']","['dapat', 'anggota', 'penolakan', 'dukungan', 'masuk', 'portofolio', 'anggota', 'dpr', 'lama', 'pilih', 'dukungan', 'RUU', 'saja', 'tentang', 'RUU', 'saja', 'agar', 'jadi', 'pertanggungjawaban', 'kepada', 'rakyat', 'pemilu']","['peta', 'indak', 'sih', 'dan', '?', 'paling', 'ke', 'tunjuk', 'atau', 'timbang', 'depan']"
11998,2021-12-17T23:59:44.000Z,soal omicron Utk anggota DPR RI,soal omicron untuk anggota DPR RI,0.0,0.0,0.0,neutral,"['soal', 'omicron', 'untuk', 'anggota', 'DPR', 'RI']","['soal', 'anggota', 'DPR', 'RI']","['omicron', 'untuk']"
12018,2021-12-17T12:36:54.000Z,Apa yang telah saya kemukakan di atas menjadi suatu pembenaran dan alasan saya untuk mendukung pembahasan dan pengesahan RUU TPKS di sidang paripurna sehingga menurut saya tidak ada alasan untuk tidak mendukung RUU TPKS RUUTPKS,apa yang telah saya muka di atas jadi suatu benar dan alas saya untuk dukungan bahas dan pengesahan RUU TPKS di sidang paripurna sehingga turut saya tidak ada alas untuk tidak dukungan RUU TPKS RUUTPKS,1.6,0.4,0.5477225575051661,positive,"['apa', 'yang', 'telah', 'saya', 'muka', 'di', 'atas', 'jadi', 'suatu', 'benar', 'dan', 'alas', 'saya', 'untuk', 'dukungan', 'bahas', 'dan', 'pengesahan', 'RUU', 'TPKS', 'di', 'sidang', 'paripurna', 'sehingga', 'turut', 'saya', 'tidak', 'ada', 'alas', 'untuk', 'tidak', 'dukungan', 'RUU', 'TPKS', 'RUUTPKS']","['atas', 'jadi', 'benar', 'dukungan', 'bahas', 'pengesahan', 'RUU', 'TPKS', 'sidang', 'paripurna', 'turut', 'ada', 'dukungan', 'RUU', 'TPKS']","['telah', 'muka', 'di', 'suatu', 'dan', 'alas', 'untuk', 'dan', 'di', 'sehingga', 'alas', 'untuk', 'RUUTPKS']"
12045,2021-12-17T06:47:06.000Z,Pak bu yth masih mau nunda RUU TPKS kah?,pak bu yth masih mau nunda RUU TPKS kah ?,-1.8,-0.45,0.447213595499958,negative,"['pak', 'bu', 'yth', 'masih', 'mau', 'nunda', 'RUU', 'TPKS', 'kah', '?']","['pak', 'masih', 'mau', 'RUU', 'TPKS']","['bu', 'yth', 'nunda', 'kah', '?']"
12065,2021-12-17T01:21:10.000Z,Soal kedaruratan kekerasan seksual dikalahkan oleh soal teknis Korban kekerasan seksual yang bertumbangan tak mampu menyentuh hati anggota DPR Terbuat dari apa hati para wakil rakyat itu,soal darurat keras seksual kalah oleh soal teknis korban keras seksual yang tumbang tak mampu sentuh hati anggota DPR buat dari apa hati para wakil rakyat itu,-3.4,-0.85,0.5477225575051661,negative,"['soal', 'darurat', 'keras', 'seksual', 'kalah', 'oleh', 'soal', 'teknis', 'korban', 'keras', 'seksual', 'yang', 'tumbang', 'tak', 'mampu', 'sentuh', 'hati', 'anggota', 'DPR', 'buat', 'dari', 'apa', 'hati', 'para', 'wakil', 'rakyat', 'itu']","['soal', 'darurat', 'seksual', 'kalah', 'soal', 'korban', 'seksual', 'tumbang', 'mampu', 'sentuh', 'hati', 'anggota', 'DPR', 'buat', 'hati', 'para', 'wakil', 'rakyat']","['keras', 'teknis', 'keras', 'tak']"
12133,2021-12-16T06:59:18.000Z,Di saat kasus kekerasan seksual di Indonesia satu persatu terungkap justru tak punya keinginan untuk segera mengesahkan RUU TPKS yg sebetulnya sdh sangat kompromistis dibandingkan draf awal RUU PKS Kalian memalukan!,di saat kasus keras seksual di indonesia satu satu ungkap justru tak punya ingin untuk segera pengesahan RUU TPKS yang betul sudah sangat kompromistis banding draf awal RUU PKS kalian malu !,-3.8,-0.95,0.4472135954999578,negative,"['di', 'saat', 'kasus', 'keras', 'seksual', 'di', 'indonesia', 'satu', 'satu', 'ungkap', 'justru', 'tak', 'punya', 'ingin', 'untuk', 'segera', 'pengesahan', 'RUU', 'TPKS', 'yang', 'betul', 'sudah', 'sangat', 'kompromistis', 'banding', 'draf', 'awal', 'RUU', 'PKS', 'kalian', 'malu', '!']","['kasus', 'seksual', 'indonesia', 'satu', 'satu', 'ungkap', 'punya', 'segera', 'pengesahan', 'RUU', 'TPKS', 'betul', 'banding', 'draf', 'awal', 'RUU', 'PKS', 'kalian', 'malu']","['di', 'saat', 'keras', 'di', 'justru', 'tak', 'ingin', 'untuk', 'kompromistis', '!']"
12142,2021-12-16T03:18:38.000Z,Dari berita ini jelas Penundaannya ada di tangan pimpinan dan Bamus PKS ngga ada dipimpinan Di Bamus juga jumlahnya kecil Tapi kalo ada berita gini yg dimaki tetap PKS Nasib loe p,dari berita ini jelas tunda ada di tangan kepemimpinan dan bamus PKS tidak ada kepemimpinan di bamus juga jumlah kecil tetapi jika ada berita begini yang maki tetap PKS nasib lo p,-0.8,-0.2,0.447213595499958,negative,"['dari', 'berita', 'ini', 'jelas', 'tunda', 'ada', 'di', 'tangan', 'kepemimpinan', 'dan', 'bamus', 'PKS', 'tidak', 'ada', 'kepemimpinan', 'di', 'bamus', 'juga', 'jumlah', 'kecil', 'tetapi', 'jika', 'ada', 'berita', 'begini', 'yang', 'maki', 'tetap', 'PKS', 'nasib', 'lo', 'p']","['berita', 'jelas', 'tunda', 'ada', 'tangan', 'kepemimpinan', 'bamus', 'PKS', 'ada', 'kepemimpinan', 'bamus', 'kecil', 'ada', 'berita', 'begini', 'maki', 'tetap', 'PKS']","['ini', 'di', 'dan', 'di', 'juga', 'jumlah', 'tetapi', 'jika', 'nasib', 'lo', 'p']"
12163,2021-12-16T02:48:03.000Z,kayanya harus dari kelurga terdekat anggota dpr yg kena KS baru deh di urus kalo rakyat mah cuman bisa koar koar tnpa ada undang undang yg bisa jadi pedoman,kaya harus dari kelurga dekat anggota dpr yang kena KS baru deh di urus jika rakyat mah cuman dapat koar koar tanpa ada undang undang yang dapat jadi pedoman,-2.4,-0.6,0.5477225575051661,negative,"['kaya', 'harus', 'dari', 'kelurga', 'dekat', 'anggota', 'dpr', 'yang', 'kena', 'KS', 'baru', 'deh', 'di', 'urus', 'jika', 'rakyat', 'mah', 'cuman', 'dapat', 'koar', 'koar', 'tanpa', 'ada', 'undang', 'undang', 'yang', 'dapat', 'jadi', 'pedoman']","['kaya', 'dekat', 'anggota', 'dpr', 'kena', 'rakyat', 'dapat', 'koar', 'koar', 'ada', 'undang', 'undang', 'dapat', 'jadi']","['kelurga', 'KS', 'baru', 'deh', 'di', 'urus', 'jika', 'mah', 'cuman', 'tanpa', 'pedoman']"
12203,2021-12-13T21:23:25.000Z,Umat Islam Indonesia mendukung disahkannya RUU TPKS oleh RUU TPKS melindungi perempuan korban pemerkosaan kekerasan seksual Ini adalah payung hukum bagi korban Semakin ditunda makin banyak korban berjatuhan Tulisan pendek yg bagus dari Ustadz muda NU x com Ayang_Utriza s,umat islam indonesia dukungan sah RUU TPKS oleh RUU TPKS lindung perempuan korban perkosa keras seksual ini adalah payung hukum bagi korban makin tunda makin banyak korban jatuh tulis pendek yang bagus dari ustadz muda NU kali com Ayang_utriza si,1.2,0.3,0.447213595499958,positive,"['umat', 'islam', 'indonesia', 'dukungan', 'sah', 'RUU', 'TPKS', 'oleh', 'RUU', 'TPKS', 'lindung', 'perempuan', 'korban', 'perkosa', 'keras', 'seksual', 'ini', 'adalah', 'payung', 'hukum', 'bagi', 'korban', 'makin', 'tunda', 'makin', 'banyak', 'korban', 'jatuh', 'tulis', 'pendek', 'yang', 'bagus', 'dari', 'ustadz', 'muda', 'NU', 'kali', 'com', 'Ayang_utriza', 'si']","['umat', 'islam', 'indonesia', 'dukungan', 'RUU', 'TPKS', 'RUU', 'TPKS', 'lindung', 'perempuan', 'korban', 'seksual', 'payung', 'hukum', 'bagi', 'korban', 'makin', 'tunda', 'makin', 'banyak', 'korban', 'jatuh', 'pendek', 'bagus', 'ustadz', 'muda']","['sah', 'perkosa', 'keras', 'ini', 'adalah', 'tulis', 'NU', 'kali', 'com', 'Ayang_utriza', 'si']"
12223,2021-12-14T13:36:55.000Z,Datangi Gedung DPR Kohati PB HMI Desak Pengesahan RUU PPRT,datang gedung DPR kohati PB HMI desakan pengesahan RUU PPRT,-0.8,-0.2,0.447213595499958,negative,"['datang', 'gedung', 'DPR', 'kohati', 'PB', 'HMI', 'desakan', 'pengesahan', 'RUU', 'PPRT']","['datang', 'gedung', 'DPR', 'desakan', 'pengesahan', 'RUU']","['kohati', 'PB', 'HMI', 'PPRT']"
12249,2021-12-14T01:42:05.000Z,Mulan Kwok Mulan Jamila Wulansari with bare minimum competency in Perwakilan Aspirasi Rakyat bisa jadi anggota DPR aja udah a,mulan kwok mulan jamila wulansari with bare minimum competency ini wakil aspirasi rakyat dapat jadi anggota DPR saja sudah a,-2.4,-0.6,0.5477225575051661,negative,"['mulan', 'kwok', 'mulan', 'jamila', 'wulansari', 'with', 'bare', 'minimum', 'competency', 'ini', 'wakil', 'aspirasi', 'rakyat', 'dapat', 'jadi', 'anggota', 'DPR', 'saja', 'sudah', 'a']","['wakil', 'aspirasi', 'rakyat', 'dapat', 'jadi', 'anggota', 'DPR', 'saja']","['mulan', 'kwok', 'mulan', 'jamila', 'wulansari', 'with', 'bare', 'minimum', 'competency', 'ini', 'a']"
12264,2022-12-23T07:00:08.000Z,Pada hari Kamis DPR RI mengesahkan Rancangan Undang Undang Pengembangan dan Penguatan Sektor Keuangan RUU PSK yang berisikan peraturan baru bahwa Otoritas Jasa Keuangan OJK mendapat tugas untuk mengawasi sektor keuangan termasuk transaksi kripto,pada hari kamis DPR RI pengesahan rancangan undang undang kembang dan kuat sektor uang RUU PSK yang risi pengaturan baru bahwa otoritas jasa uang OJK dapat tugas untuk awas sektor uang masuk transaksi kripto,0.8,0.2,0.447213595499958,positive,"['pada', 'hari', 'kamis', 'DPR', 'RI', 'pengesahan', 'rancangan', 'undang', 'undang', 'kembang', 'dan', 'kuat', 'sektor', 'uang', 'RUU', 'PSK', 'yang', 'risi', 'pengaturan', 'baru', 'bahwa', 'otoritas', 'jasa', 'uang', 'OJK', 'dapat', 'tugas', 'untuk', 'awas', 'sektor', 'uang', 'masuk', 'transaksi', 'kripto']","['hari', 'kamis', 'DPR', 'RI', 'pengesahan', 'rancangan', 'undang', 'undang', 'kembang', 'kuat', 'sektor', 'RUU', 'risi', 'pengaturan', 'otoritas', 'jasa', 'OJK', 'dapat', 'tugas', 'awas', 'sektor', 'masuk', 'transaksi']","['dan', 'uang', 'PSK', 'baru', 'bahwa', 'uang', 'untuk', 'uang', 'kripto']"
12283,2023-12-09T13:29:28.000Z,Kunjungan Kerja Reses Komisi XI DPR RI ke Provinsi Bali Sobat OJK Ketua Dewan Audit OJK Sophia Wattimena menyampaikan OJK akan terus berupaya mendorong akses pembiayaan kepada UMKM guna mendukung pertumbuhan ekonomi,kunjung kerja reses komisi XI DPR RI ke provinsi bal sobat OJK ketua dewan audit OJK sophia wattimena sampai OJK akan terus upaya dorong akses biaya kepada UMKM penggunaan dukungan tumbuh ekonomi,0.6,0.15,0.5477225575051662,positive,"['kunjung', 'kerja', 'reses', 'komisi', 'XI', 'DPR', 'RI', 'ke', 'provinsi', 'bal', 'sobat', 'OJK', 'ketua', 'dewan', 'audit', 'OJK', 'sophia', 'wattimena', 'sampai', 'OJK', 'akan', 'terus', 'upaya', 'dorong', 'akses', 'biaya', 'kepada', 'UMKM', 'penggunaan', 'dukungan', 'tumbuh', 'ekonomi']","['kunjung', 'kerja', 'reses', 'komisi', 'XI', 'DPR', 'RI', 'provinsi', 'sobat', 'OJK', 'ketua', 'dewan', 'audit', 'OJK', 'sampai', 'OJK', 'upaya', 'dorong', 'akses', 'kepada', 'UMKM', 'penggunaan', 'dukungan', 'ekonomi']","['ke', 'bal', 'sophia', 'wattimena', 'akan', 'terus', 'biaya', 'tumbuh']"
12285,2023-12-30T07:01:23.000Z,Perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU Perampasan Aset Koruptor gak akan pernah berhenti Hukuman penjara jelas gak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan Tangkap koruptor! Sita aset asetnya! itu baru,juang desakan wakil rakyat untuk segera pengesahan RUU ampas aset koruptor tidak akan pernah henti hukum penjara jelas tidak bikin koruptor jera perlu hukum lain yang bikin mereka takut yaitu miskin tangkap koruptor ! sita aset aset ! itu baru,0.0,0.0,1.8708286933869709,neutral,"['juang', 'desakan', 'wakil', 'rakyat', 'untuk', 'segera', 'pengesahan', 'RUU', 'ampas', 'aset', 'koruptor', 'tidak', 'akan', 'pernah', 'henti', 'hukum', 'penjara', 'jelas', 'tidak', 'bikin', 'koruptor', 'jera', 'perlu', 'hukum', 'lain', 'yang', 'bikin', 'mereka', 'takut', 'yaitu', 'miskin', 'tangkap', 'koruptor', '!', 'sita', 'aset', 'aset', '!', 'itu', 'baru']","['juang', 'desakan', 'wakil', 'rakyat', 'segera', 'pengesahan', 'RUU', 'ampas', 'aset', 'koruptor', 'henti', 'hukum', 'penjara', 'jelas', 'koruptor', 'jera', 'perlu', 'hukum', 'lain', 'mereka', 'takut', 'miskin', 'tangkap', 'koruptor', 'aset', 'aset']","['untuk', 'akan', 'pernah', 'bikin', 'bikin', 'yaitu', '!', 'sita', '!', 'baru']"
