no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words,filtered_tokens,filtered_word_scores
565,2016-11-14T04:54:33.000Z,Reses anggota MS II tahun Sidang bang kumpulkan kepala desa se kabupaten Sumbawa dorong desa mandiri,reses anggota MASIH II tahun sidang bang kumpul kepala desa se kabupaten sumbawa dorong desa mandiri,0.8,0.2,0.447213595499958,positive,"['reses', 'anggota', 'MASIH', 'II', 'tahun', 'sidang', 'bang', 'kumpul', 'kepala', 'desa', 'se', 'kabupaten', 'sumbawa', 'dorong', 'desa', 'mandiri']","['reses', 'anggota', 'MASIH', 'II', 'tahun', 'sidang', 'bang', 'kepala', 'desa', 'kabupaten', 'dorong', 'desa', 'mandiri']","['kumpul', 'se', 'sumbawa']","['reses', 'anggota', 'MASIH', 'II', 'tahun', 'sidang', 'bang', 'kumpul', 'kepala', 'desa', 'se', 'kabupaten', 'sumbawa', 'dorong', 'desa', 'mandiri']","[{'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'anggota', 'score': 0.0, 'matched': True}, {'word': 'MASIH', 'score': -0.4, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'sidang', 'score': 0.0, 'matched': True}, {'word': 'bang', 'score': 0.0, 'matched': True}, {'word': 'kumpul', 'score': 0.0, 'matched': False}, {'word': 'kepala', 'score': 0.0, 'matched': True}, {'word': 'desa', 'score': 0.0, 'matched': True}, {'word': 'se', 'score': 0.0, 'matched': False}, {'word': 'kabupaten', 'score': 0.0, 'matched': True}, {'word': 'sumbawa', 'score': 0.0, 'matched': False}, {'word': 'dorong', 'score': 0.4, 'matched': True}, {'word': 'desa', 'score': 0.0, 'matched': True}, {'word': 'mandiri', 'score': -2.4000000000000004, 'matched': True}]"
566,2016-11-14T02:55:32.000Z,RESES ANGGOTA DPR RI FRAKSI PDIP MARUARAR SIRAIT,RESES ANGGOTA DPR RI PARTAI PDIP MARUARAR SIRAIT,0.0,0.0,0.0,neutral,"['RESES', 'ANGGOTA', 'DPR', 'RI', 'PARTAI', 'PDIP', 'MARUARAR', 'SIRAIT']","['RESES', 'ANGGOTA', 'DPR', 'RI', 'PARTAI', 'PDIP']","['MARUARAR', 'SIRAIT']","['RESES', 'ANGGOTA', 'DPR', 'RI', 'PARTAI', 'PDIP', 'MARUARAR', 'SIRAIT']","[{'word': 'RESES', 'score': 0.0, 'matched': True}, {'word': 'ANGGOTA', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'PARTAI', 'score': 0.0, 'matched': True}, {'word': 'PDIP', 'score': 0.0, 'matched': True}, {'word': 'MARUARAR', 'score': 0.0, 'matched': False}, {'word': 'SIRAIT', 'score': 0.0, 'matched': False}]"
583,2016-11-09T08:28:55.000Z,Reses DPR RI Harus Lapor ke Fraksi Golkar Daerah,reses DPR RI harus lapor ke partai golkar daerah,0.0,0.0,0.0,neutral,"['reses', 'DPR', 'RI', 'harus', 'lapor', 'ke', 'partai', 'golkar', 'daerah']","['reses', 'DPR', 'RI', 'harus', 'lapor', 'partai', 'golkar', 'daerah']",['ke'],"['reses', 'DPR', 'RI', 'harus', 'lapor', 'ke', 'partai', 'golkar', 'daerah']","[{'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'harus', 'score': -4.0, 'matched': True}, {'word': 'lapor', 'score': 0.0, 'matched': True}, {'word': 'ke', 'score': 0.0, 'matched': False}, {'word': 'partai', 'score': 0.0, 'matched': True}, {'word': 'golkar', 'score': 0.0, 'matched': True}, {'word': 'daerah', 'score': 0.0, 'matched': True}]"
606,2016-11-07T12:55:43.000Z,Kesekian kalinya Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Gresik menggelar rapat paripurna penyampaian,sekian kali dewan wakil rakyat daerah DPRD kabupaten gresik gelar rapat paripurna sampai,0.0,0.0,0.0,neutral,"['sekian', 'kali', 'dewan', 'wakil', 'rakyat', 'daerah', 'DPRD', 'kabupaten', 'gresik', 'gelar', 'rapat', 'paripurna', 'sampai']","['dewan', 'wakil', 'rakyat', 'daerah', 'DPRD', 'kabupaten', 'gelar', 'rapat', 'paripurna', 'sampai']","['sekian', 'kali', 'gresik']","['sekian', 'kali', 'dewan', 'wakil', 'rakyat', 'daerah', 'DPRD', 'kabupaten', 'gresik', 'gelar', 'rapat', 'paripurna', 'sampai']","[{'word': 'sekian', 'score': 0.0, 'matched': False}, {'word': 'kali', 'score': 0.0, 'matched': False}, {'word': 'dewan', 'score': 0.0, 'matched': True}, {'word': 'wakil', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'daerah', 'score': 0.0, 'matched': True}, {'word': 'DPRD', 'score': 0.0, 'matched': True}, {'word': 'kabupaten', 'score': 0.0, 'matched': True}, {'word': 'gresik', 'score': 0.0, 'matched': False}, {'word': 'gelar', 'score': 1.6, 'matched': True}, {'word': 'rapat', 'score': 0.0, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'sampai', 'score': 1.6, 'matched': True}]"
681,2016-10-31T18:58:51.000Z,DPR targetkan UU Perbukuan Nnasional rampung Komisi X DPR RI menargetkan rancangan Undang Undang Sis RT,DPR target UU buku nnasional rampung komisi kali DPR RI target rancangan undang undang sis RT,0.8,0.2,0.447213595499958,positive,"['DPR', 'target', 'UU', 'buku', 'nnasional', 'rampung', 'komisi', 'kali', 'DPR', 'RI', 'target', 'rancangan', 'undang', 'undang', 'sis', 'RT']","['DPR', 'target', 'UU', 'rampung', 'komisi', 'DPR', 'RI', 'target', 'rancangan', 'undang', 'undang']","['buku', 'nnasional', 'kali', 'sis', 'RT']","['DPR', 'target', 'UU', 'buku', 'nnasional', 'rampung', 'komisi', 'kali', 'DPR', 'RI', 'target', 'rancangan', 'undang', 'undang', 'sis', 'RT']","[{'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'target', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'buku', 'score': 0.0, 'matched': False}, {'word': 'nnasional', 'score': 0.0, 'matched': False}, {'word': 'rampung', 'score': 2.4000000000000004, 'matched': True}, {'word': 'komisi', 'score': 0.0, 'matched': True}, {'word': 'kali', 'score': 0.0, 'matched': False}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'target', 'score': 0.0, 'matched': True}, {'word': 'rancangan', 'score': 0.0, 'matched': True}, {'word': 'undang', 'score': 0.0, 'matched': True}, {'word': 'undang', 'score': 0.0, 'matched': True}, {'word': 'sis', 'score': 0.0, 'matched': False}, {'word': 'RT', 'score': 0.0, 'matched': False}]"
690,2016-10-31T02:44:33.000Z,Untuk menangani sampah diperlukan perspektif kebangsaan yang holistik ta hanya oleh pemangku kebijakan tap,untuk tangan sampah perlu perspektif bangsa yang holistik ta hanya oleh mang kebijakan tap,0.0,0.0,0.0,neutral,"['untuk', 'tangan', 'sampah', 'perlu', 'perspektif', 'bangsa', 'yang', 'holistik', 'ta', 'hanya', 'oleh', 'mang', 'kebijakan', 'tap']","['tangan', 'sampah', 'perlu', 'yang', 'ta', 'hanya', 'oleh', 'kebijakan']","['untuk', 'perspektif', 'bangsa', 'holistik', 'mang', 'tap']","['untuk', 'tangan', 'sampah', 'perlu', 'perspektif', 'bangsa', 'yang', 'holistik', 'ta', 'hanya', 'oleh', 'mang', 'kebijakan', 'tap']","[{'word': 'untuk', 'score': 0.0, 'matched': False}, {'word': 'tangan', 'score': 0.8, 'matched': True}, {'word': 'sampah', 'score': -3.2, 'matched': True}, {'word': 'perlu', 'score': 1.6, 'matched': True}, {'word': 'perspektif', 'score': 0.0, 'matched': False}, {'word': 'bangsa', 'score': 0.0, 'matched': False}, {'word': 'yang', 'score': -4.0, 'matched': True}, {'word': 'holistik', 'score': 0.0, 'matched': False}, {'word': 'ta', 'score': -2.4000000000000004, 'matched': True}, {'word': 'hanya', 'score': -2.4000000000000004, 'matched': True}, {'word': 'oleh', 'score': 0.0, 'matched': True}, {'word': 'mang', 'score': 0.0, 'matched': False}, {'word': 'kebijakan', 'score': 0.0, 'matched': True}, {'word': 'tap', 'score': 0.0, 'matched': False}]"
718,2016-10-29T09:00:10.000Z,Anggota DPR Indra Tersangka Penipuan Rp M MKD Bersikap Usai Reses fath,anggota DPR indra sangka tipu rp sama MKD sikap usai reses fath,-1.6,-0.4,0.8944271909999161,negative,"['anggota', 'DPR', 'indra', 'sangka', 'tipu', 'rp', 'sama', 'MKD', 'sikap', 'usai', 'reses', 'fath']","['anggota', 'DPR', 'sangka', 'tipu', 'rp', 'sama', 'MKD', 'sikap', 'usai', 'reses']","['indra', 'fath']","['anggota', 'DPR', 'indra', 'sangka', 'tipu', 'rp', 'sama', 'MKD', 'sikap', 'usai', 'reses', 'fath']","[{'word': 'anggota', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'indra', 'score': 0.0, 'matched': False}, {'word': 'sangka', 'score': 2.4000000000000004, 'matched': True}, {'word': 'tipu', 'score': -2.0, 'matched': True}, {'word': 'rp', 'score': 0.0, 'matched': True}, {'word': 'sama', 'score': 2.4000000000000004, 'matched': True}, {'word': 'MKD', 'score': 0.0, 'matched': True}, {'word': 'sikap', 'score': 1.6, 'matched': True}, {'word': 'usai', 'score': 2.4000000000000004, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'fath', 'score': 0.0, 'matched': False}]"
745,2016-10-28T09:52:38.000Z,DPR Umumkan Susunan Anggota Pansus RUU Pemilu,DPR umum susun anggota pansus RUU pemilu,0.0,0.0,0.0,neutral,"['DPR', 'umum', 'susun', 'anggota', 'pansus', 'RUU', 'pemilu']","['DPR', 'umum', 'anggota', 'pansus', 'RUU', 'pemilu']",['susun'],"['DPR', 'umum', 'susun', 'anggota', 'pansus', 'RUU', 'pemilu']","[{'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'umum', 'score': 0.8, 'matched': True}, {'word': 'susun', 'score': 0.0, 'matched': False}, {'word': 'anggota', 'score': 0.0, 'matched': True}, {'word': 'pansus', 'score': 0.0, 'matched': True}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'pemilu', 'score': 0.0, 'matched': True}]"
786,2016-10-27T11:22:50.000Z,DPR RI Sahkan Revisi RUU ITE,DPR RI sahkan revisi RUU ITE,0.4,0.1,0.5477225575051662,positive,"['DPR', 'RI', 'sahkan', 'revisi', 'RUU', 'ITE']","['DPR', 'RI', 'sahkan', 'revisi', 'RUU', 'ITE']",[],"['DPR', 'RI', 'sahkan', 'revisi', 'RUU', 'ITE']","[{'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'sahkan', 'score': 0.0, 'matched': True}, {'word': 'revisi', 'score': 0.0, 'matched': True}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'ITE', 'score': 0.0, 'matched': True}]"
790,2016-10-27T09:43:16.000Z,Paripurna DPR Sahkan RUU ITE Jadi UU,paripurna DPR sahkan RUU ITE jadi UU,0.6,0.15,0.5477225575051662,positive,"['paripurna', 'DPR', 'sahkan', 'RUU', 'ITE', 'jadi', 'UU']","['paripurna', 'DPR', 'sahkan', 'RUU', 'ITE', 'jadi', 'UU']",[],"['paripurna', 'DPR', 'sahkan', 'RUU', 'ITE', 'jadi', 'UU']","[{'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'sahkan', 'score': 0.0, 'matched': True}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'ITE', 'score': 0.0, 'matched': True}, {'word': 'jadi', 'score': 0.8, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}]"
825,2016-10-27T02:00:14.000Z,Anggota DPR Tak Hadir Dalam Sidang Paripurna Pengesahan UU APBN Jakarta DPR siang ini menggelar s,anggota DPR tak hadir dalam sidang paripurna pengesahan UU APBN jakarta DPR siang ini gelar si,-2.8,-0.7,0.4472135954999578,negative,"['anggota', 'DPR', 'tak', 'hadir', 'dalam', 'sidang', 'paripurna', 'pengesahan', 'UU', 'APBN', 'jakarta', 'DPR', 'siang', 'ini', 'gelar', 'si']","['anggota', 'DPR', 'hadir', 'dalam', 'sidang', 'paripurna', 'pengesahan', 'UU', 'APBN', 'jakarta', 'DPR', 'gelar']","['tak', 'siang', 'ini', 'si']","['anggota', 'DPR', 'tak', 'hadir', 'dalam', 'sidang', 'paripurna', 'pengesahan', 'UU', 'APBN', 'jakarta', 'DPR', 'siang', 'ini', 'gelar', 'si']","[{'word': 'anggota', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'tak', 'score': 0.0, 'matched': False}, {'word': 'hadir', 'score': 1.6, 'matched': True}, {'word': 'dalam', 'score': 2.4000000000000004, 'matched': True}, {'word': 'sidang', 'score': 0.0, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'pengesahan', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'APBN', 'score': 0.0, 'matched': True}, {'word': 'jakarta', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'siang', 'score': 0.0, 'matched': False}, {'word': 'ini', 'score': 0.0, 'matched': False}, {'word': 'gelar', 'score': 1.6, 'matched': True}, {'word': 'si', 'score': 0.0, 'matched': False}]"
829,2016-10-26T19:56:26.000Z,DPR RI Menyetujui RUU APBN,DPR RI tuju RUU APBN,0.2,0.05,0.447213595499958,positive,"['DPR', 'RI', 'tuju', 'RUU', 'APBN']","['DPR', 'RI', 'tuju', 'RUU', 'APBN']",[],"['DPR', 'RI', 'tuju', 'RUU', 'APBN']","[{'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'tuju', 'score': 2.4000000000000004, 'matched': True}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'APBN', 'score': 0.0, 'matched': True}]"
877,2016-10-26T06:20:26.000Z,Agenda hari ini Rapat Paripurna DPR Ke Masa Persidangan I Tahun Sidang agendaDPR sidangparipurna DPR RI,agenda hari ini rapat paripurna DPR ke masa sidang i tahun sidang agendadpr sidangparipurna DPR RI,0.0,0.0,0.0,neutral,"['agenda', 'hari', 'ini', 'rapat', 'paripurna', 'DPR', 'ke', 'masa', 'sidang', 'i', 'tahun', 'sidang', 'agendadpr', 'sidangparipurna', 'DPR', 'RI']","['agenda', 'hari', 'rapat', 'paripurna', 'DPR', 'masa', 'sidang', 'i', 'tahun', 'sidang', 'agendadpr', 'sidangparipurna', 'DPR', 'RI']","['ini', 'ke']","['agenda', 'hari', 'ini', 'rapat', 'paripurna', 'DPR', 'ke', 'masa', 'sidang', 'i', 'tahun', 'sidang', 'agendadpr', 'sidangparipurna', 'DPR', 'RI']","[{'word': 'agenda', 'score': 0.0, 'matched': True}, {'word': 'hari', 'score': 0.0, 'matched': True}, {'word': 'ini', 'score': 0.0, 'matched': False}, {'word': 'rapat', 'score': 0.0, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'ke', 'score': 0.0, 'matched': False}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'sidang', 'score': 0.0, 'matched': True}, {'word': 'i', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'sidang', 'score': 0.0, 'matched': True}, {'word': 'agendadpr', 'score': 0.0, 'matched': True}, {'word': 'sidangparipurna', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}]"
879,2016-10-26T05:26:12.000Z,Syarifuddin Suding RUU Pemilu Akan Digiring ke Pemilu Sistem Proporsional Tertutup,syarifuddin suding RUU pemilu akan giring ke pemilu sistem proporsional tutup,0.0,0.0,0.0,neutral,"['syarifuddin', 'suding', 'RUU', 'pemilu', 'akan', 'giring', 'ke', 'pemilu', 'sistem', 'proporsional', 'tutup']","['RUU', 'pemilu', 'pemilu', 'sistem', 'tutup']","['syarifuddin', 'suding', 'akan', 'giring', 'ke', 'proporsional']","['syarifuddin', 'suding', 'RUU', 'pemilu', 'akan', 'giring', 'ke', 'pemilu', 'sistem', 'proporsional', 'tutup']","[{'word': 'syarifuddin', 'score': 0.0, 'matched': False}, {'word': 'suding', 'score': 0.0, 'matched': False}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'pemilu', 'score': 0.0, 'matched': True}, {'word': 'akan', 'score': 0.0, 'matched': False}, {'word': 'giring', 'score': 0.0, 'matched': False}, {'word': 'ke', 'score': 0.0, 'matched': False}, {'word': 'pemilu', 'score': 0.0, 'matched': True}, {'word': 'sistem', 'score': 0.0, 'matched': True}, {'word': 'proporsional', 'score': 0.0, 'matched': False}, {'word': 'tutup', 'score': -1.6, 'matched': True}]"
1003,2016-10-20T10:03:32.000Z,Wakil Ketua DPR RI Agus Hermanto mendorong pemerintah segera menyerahkan draf Rancangan Undang Undang RUU P,wakil ketua DPR RI agus hermanto dorong pemerintah segera serah draf rancangan undang undang RUU p,0.8,0.2,0.447213595499958,positive,"['wakil', 'ketua', 'DPR', 'RI', 'agus', 'hermanto', 'dorong', 'pemerintah', 'segera', 'serah', 'draf', 'rancangan', 'undang', 'undang', 'RUU', 'p']","['wakil', 'ketua', 'DPR', 'RI', 'dorong', 'pemerintah', 'segera', 'serah', 'draf', 'rancangan', 'undang', 'undang', 'RUU']","['agus', 'hermanto', 'p']","['wakil', 'ketua', 'DPR', 'RI', 'agus', 'hermanto', 'dorong', 'pemerintah', 'segera', 'serah', 'draf', 'rancangan', 'undang', 'undang', 'RUU', 'p']","[{'word': 'wakil', 'score': 0.0, 'matched': True}, {'word': 'ketua', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'agus', 'score': 0.0, 'matched': False}, {'word': 'hermanto', 'score': 0.0, 'matched': False}, {'word': 'dorong', 'score': 0.4, 'matched': True}, {'word': 'pemerintah', 'score': 0.0, 'matched': True}, {'word': 'segera', 'score': 2.4000000000000004, 'matched': True}, {'word': 'serah', 'score': 1.6, 'matched': True}, {'word': 'draf', 'score': 0.0, 'matched': True}, {'word': 'rancangan', 'score': 0.0, 'matched': True}, {'word': 'undang', 'score': 0.0, 'matched': True}, {'word': 'undang', 'score': 0.0, 'matched': True}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'p', 'score': 0.0, 'matched': False}]"
1032,2016-10-19T16:29:23.000Z,Usai Reses Ruhut Mundur sebagai Anggota DPR RI,usai reses ruhut mundur bagai anggota DPR RI,-0.2,-0.05,0.447213595499958,negative,"['usai', 'reses', 'ruhut', 'mundur', 'bagai', 'anggota', 'DPR', 'RI']","['usai', 'reses', 'mundur', 'anggota', 'DPR', 'RI']","['ruhut', 'bagai']","['usai', 'reses', 'ruhut', 'mundur', 'bagai', 'anggota', 'DPR', 'RI']","[{'word': 'usai', 'score': 2.4000000000000004, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'ruhut', 'score': 0.0, 'matched': False}, {'word': 'mundur', 'score': -1.2000000000000002, 'matched': True}, {'word': 'bagai', 'score': 0.0, 'matched': False}, {'word': 'anggota', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}]"
1033,2016-10-19T15:20:37.000Z,Terimakasih Indonesia Sahkan Paris Agreement Jadi Undang Undang,terimakasih indonesia sahkan paris agreement jadi undang undang,1.4,0.35,0.5477225575051661,positive,"['terimakasih', 'indonesia', 'sahkan', 'paris', 'agreement', 'jadi', 'undang', 'undang']","['terimakasih', 'indonesia', 'sahkan', 'jadi', 'undang', 'undang']","['paris', 'agreement']","['terimakasih', 'indonesia', 'sahkan', 'paris', 'agreement', 'jadi', 'undang', 'undang']","[{'word': 'terimakasih', 'score': 4.0, 'matched': True}, {'word': 'indonesia', 'score': 0.0, 'matched': True}, {'word': 'sahkan', 'score': 0.0, 'matched': True}, {'word': 'paris', 'score': 0.0, 'matched': False}, {'word': 'agreement', 'score': 0.0, 'matched': False}, {'word': 'jadi', 'score': 0.8, 'matched': True}, {'word': 'undang', 'score': 0.0, 'matched': True}, {'word': 'undang', 'score': 0.0, 'matched': True}]"
1121,2016-10-14T09:16:22.000Z,Panja RUU Sistem Perbukuan Identifikasi Masalah Utama,panja RUU sistem buku identifikasi masalah utama,0.2,0.05,0.447213595499958,positive,"['panja', 'RUU', 'sistem', 'buku', 'identifikasi', 'masalah', 'utama']","['panja', 'RUU', 'sistem', 'identifikasi', 'masalah']","['buku', 'utama']","['panja', 'RUU', 'sistem', 'buku', 'identifikasi', 'masalah', 'utama']","[{'word': 'panja', 'score': 0.0, 'matched': True}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'sistem', 'score': 0.0, 'matched': True}, {'word': 'buku', 'score': 0.0, 'matched': False}, {'word': 'identifikasi', 'score': 0.0, 'matched': True}, {'word': 'masalah', 'score': -0.8, 'matched': True}, {'word': 'utama', 'score': 0.0, 'matched': False}]"
1155,2016-10-13T01:49:36.000Z,DPR Sahkan UU Pelaksanaan Hukuman Kebiri JAKARTA SK Pihak DPR RI akhirnya mengesahkan undang undang UU,DPR sahkan UU laksana hukum kebiri JAKARTA SUKA pihak DPR RI akhir pengesahan undang undang UU,0.4,0.1,0.5477225575051662,positive,"['DPR', 'sahkan', 'UU', 'laksana', 'hukum', 'kebiri', 'JAKARTA', 'SUKA', 'pihak', 'DPR', 'RI', 'akhir', 'pengesahan', 'undang', 'undang', 'UU']","['DPR', 'sahkan', 'UU', 'hukum', 'kebiri', 'JAKARTA', 'SUKA', 'pihak', 'DPR', 'RI', 'akhir', 'pengesahan', 'undang', 'undang', 'UU']",['laksana'],"['DPR', 'sahkan', 'UU', 'laksana', 'hukum', 'kebiri', 'JAKARTA', 'SUKA', 'pihak', 'DPR', 'RI', 'akhir', 'pengesahan', 'undang', 'undang', 'UU']","[{'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'sahkan', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'laksana', 'score': 0.0, 'matched': False}, {'word': 'hukum', 'score': 0.0, 'matched': True}, {'word': 'kebiri', 'score': -3.2, 'matched': True}, {'word': 'JAKARTA', 'score': 0.0, 'matched': True}, {'word': 'SUKA', 'score': 2.4000000000000004, 'matched': True}, {'word': 'pihak', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'akhir', 'score': 0.0, 'matched': True}, {'word': 'pengesahan', 'score': 0.0, 'matched': True}, {'word': 'undang', 'score': 0.0, 'matched': True}, {'word': 'undang', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}]"
1223,2016-10-12T02:40:42.000Z,DPR Kembali Bahas UU Perppu di Rapat Paripurna Dewan Perwakilan Rakyat DPR,DPR kembali bahas UU perppu di rapat paripurna dewan wakil rakyat DPR,0.0,0.0,0.0,neutral,"['DPR', 'kembali', 'bahas', 'UU', 'perppu', 'di', 'rapat', 'paripurna', 'dewan', 'wakil', 'rakyat', 'DPR']","['DPR', 'bahas', 'UU', 'perppu', 'rapat', 'paripurna', 'dewan', 'wakil', 'rakyat', 'DPR']","['kembali', 'di']","['DPR', 'kembali', 'bahas', 'UU', 'perppu', 'di', 'rapat', 'paripurna', 'dewan', 'wakil', 'rakyat', 'DPR']","[{'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'kembali', 'score': 0.0, 'matched': False}, {'word': 'bahas', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'perppu', 'score': 0.0, 'matched': True}, {'word': 'di', 'score': 0.0, 'matched': False}, {'word': 'rapat', 'score': 0.0, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'dewan', 'score': 0.0, 'matched': True}, {'word': 'wakil', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}]"
1232,2016-10-11T09:38:26.000Z,Rapat juga menyetujui perpanjangan waktu pembahasan Pansus RUU PPILN sampai dengan Masa Persidangan II Tahun Sidang,rapat juga tuju panjang waktu bahas pansus RUU PPILN sampai dengan masa sidang II tahun sidang,-0.4,-0.1,0.5477225575051662,negative,"['rapat', 'juga', 'tuju', 'panjang', 'waktu', 'bahas', 'pansus', 'RUU', 'PPILN', 'sampai', 'dengan', 'masa', 'sidang', 'II', 'tahun', 'sidang']","['rapat', 'tuju', 'panjang', 'waktu', 'bahas', 'pansus', 'RUU', 'sampai', 'masa', 'sidang', 'II', 'tahun', 'sidang']","['juga', 'PPILN', 'dengan']","['rapat', 'juga', 'tuju', 'panjang', 'waktu', 'bahas', 'pansus', 'RUU', 'PPILN', 'sampai', 'dengan', 'masa', 'sidang', 'II', 'tahun', 'sidang']","[{'word': 'rapat', 'score': 0.0, 'matched': True}, {'word': 'juga', 'score': 0.0, 'matched': False}, {'word': 'tuju', 'score': 2.4000000000000004, 'matched': True}, {'word': 'panjang', 'score': 1.6, 'matched': True}, {'word': 'waktu', 'score': 0.0, 'matched': True}, {'word': 'bahas', 'score': 0.0, 'matched': True}, {'word': 'pansus', 'score': 0.0, 'matched': True}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'PPILN', 'score': 0.0, 'matched': False}, {'word': 'sampai', 'score': 1.6, 'matched': True}, {'word': 'dengan', 'score': 0.0, 'matched': False}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'sidang', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'sidang', 'score': 0.0, 'matched': True}]"
