no,timestamp,teks,teks_processed,sentiment,compound_score
10199,2018-08-27T07:48:49.000Z,Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Pesisir Barat Pesibar menggelar Rapat paripurna dengan agenda penandatanganan nota kesepakatan lampung pesisirbarat indonesia Selengkapnya baca link dibawah ini,dewan wakil rakyat daerah DPRD kabupaten pesisir barat sibar gelar rapat paripurna dengan agenda penandatanganan nota sepakat lampung pesisirbarat indonesia lengkap baca link bawah ini,positive,0.8496474935052304
10226,2018-08-24T12:42:07.000Z,harus melakukan tindakan yg komprehensif terhadap karena kebijakan IMPORnya telah gila gilaan sangat merugikan Petani Indonesia Kita tahu bersama diduga kuat ada fee yg amazing dari MAFIA IMPOR sbg pelicin utk hal tsb,harus pelaksanaan tindakan yang komprehensif hadap karena kebijakan impor telah banget gila sangat rugi tani indonesia kita tahu sama duga kuat ada fee yang amazing dari MAFIA IMPOR bagai licin untuk hal sebut,negative,-0.9548623598555324
10228,2018-08-24T07:53:54.000Z,Haluuu Pak apa kbr ruu penyiaran???,haluu pak apa kbr ruu siar ? ?,negative,-0.604631165142053
10229,2018-08-24T07:53:16.000Z,INI FITNAH SESAT DEMI KEPENTINGAN NEGARA APAPUN HRUS DILAKUKAN TANYA PANGLIMA ATAU KOMANDAN Atau AHLI HUKUM BELAJARLAH DAHULU JDI PENYUSUP AGAR TAHU KEBIJAKAN PEMIMPIN,INI FITNAH SESAT DEMI PENTING NEGARA APA HARUS PELAKSANAAN TANYA PANGLIMA ATAU KOMANDAN atau AHLI HUKUM BAJAR DAHULU JADI SUSUP AGAR TAHU KEBIJAKAN KEPEMIMPINAN,negative,-0.8019956080183264
10249,2018-08-21T05:21:00.000Z,Wakil DPR RI Uji Konsep RUU EBT bersama Pakar UMM UMMCampus,wakil DPR RI uji konsep RUU EBT sama pakar UMM ummcampus,positive,0.6289226359922113
10263,2018-08-20T00:24:51.000Z,jangan jd dungu kalo hanya mau benarkan jokowi justeru dgn tdk jelasnya aturan lebih leluasa mengambil kebijakan bayangkan saja kalo syaratnya ditil semua syarat harus terpenuhi,jangan jadi dungu jika hanya mau benar jokowi justru dengan tidak jelas pengaturan lebih leluasa ambil kebijakan bayang saja jika syarat ditil semua syarat harus penuh,negative,-0.973491932383193
10297,2018-08-16T09:19:28.000Z,I added a video to a playlist NANANG SAMBUT RESES ANGGOTA DPR RI,i added a video tetapi a playlist NANANG SAMBUT RESES ANGGOTA DPR RI,positive,0.7455756637711038
10391,2018-08-07T11:54:00.000Z,Bedah Lapau dilakukan Refrizal setiap kali reses dia fokus pada Lapau karena dalam tradisi Minang surau lapau dan rantau adalah tiga institusi kuat dalam membentuk watak generasinya Lapau adalah simpul informasi pedesaan cc,bedah lapau pelaksanaan refrizal tiap kali reses dia fokus pada lapau karena dalam tradisi mang surau lapau dan rantau adalah tiga institusi kuat dalam bentuk watak generasi lapau adalah simpul informasi desa cc,positive,0.9571447885644057
10468,2018-07-29T04:12:17.000Z,RT GesuriId Jember PDIPerjuanganMnang PDIPerjuangan Yoseph Umarhadi memanfaatkan waktu reses DPR dengan mengunjungi beberapa tempat di Dapilnya sesuai dengan laporan dan keluhan masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,RT gesuriid jember pdiperjuanganmnang pdiperjuangan yoseph umarhadi manfaat waktu reses DPR dengan unjung beberapa tempat di dapilnya sesuai dengan lapor dan keluh masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,positive,0.20228869496966945
10543,2018-07-23T13:09:25.000Z,Kalau saya menjadi Anggota DPR saya berniat meluruskan kebijakan ini Membereskan RUU Kewirausahaan misalnya UU kita harus siap mengatur dan mendorong rakyat berkompetisi di MEA lalu secara global Kita harus lindungi rakyat dari predator asing! Tidak boleh naif lagi,jika saya jadi anggota DPR saya niat lurus kebijakan ini beres RUU kewirausahaan misal UU kita harus siap pengaturan dan dorong rakyat kompetisi di MEA lalu cara global kita harus lindung rakyat dari predator asing ! tidak boleh naif lagi,negative,-0.9432800305027685
10545,2018-07-23T10:15:05.000Z,Kebijakan BUMN sbg kendaraan kepentingan penguasa ZHOLIM Sarang timses CSR diarahkan utk timses Keuangan BUMN digorok BUMN jd bancakan BUMN kolaps dijual Knp KALIAN cuma melongo knp KALIAN tertular PLANGA PLONGO Cc,kebijakan BUMN bagai kendara penting kuasa ZHOLIM sarang timses CSR arah untuk timses uang BUMN gorok BUMN jadi bancak BUMN kolaps jual kenapa KALIAN cuma longo kenapa KALIAN tular PLANGA PLONGO cc,negative,-0.7921035376597757
10568,2018-07-21T18:44:59.000Z,Inginkan Perubahan Abdul basyid Has Maju DPR RI untuk Perjuangkan Aspirasi Rakyat Kepri,ingin ubah abdul basyid has maju DPR RI untuk juang aspirasi rakyat kepri,positive,0.712522343841055
10571,2018-07-21T15:44:09.000Z,Dear Bukankah Anda bagian dari penjaga kedamaian? Bukankah Anda memiliki aturan dlm menjaga kedamaian medsos? Bukankah Anda pelaksana undang undang yg sudah disepakati dgn Nitizen? Jika DEMIKIAN KENAPA AKUN PENEBAR HOAX DIBIARKAN SPT ITU? TangkapFadliDzon,dear bukankah anda bagi dari jaga damai ? bukankah anda milik pengaturan dalam jaga damai medsos ? bukankah anda laksana undang undang yang sudah pakat dengan nitizen ? jika DEMIKIAN KENAPA AKUN TEBAR HOAX BIAR SEPERTI ITU ? tangkapfadlidzon,negative,-0.9230451818804724
10642,2018-07-16T07:20:40.000Z,masih menunggu kebijakan mereka jika ada,masih tunggu kebijakan mereka jika ada,positive,0.10273309938750283
10649,2018-07-15T09:51:06.000Z,Jika kita anggota DPR harusnya kita berhasil menciptakan aturan kebijakan yang lebih berfaedah dibandingkan DPRnya Thailand sebelum kita ingin petani kita lebih mumpuni dari petani Thailand,jika kita anggota DPR harus kita hasil cipta pengaturan kebijakan yang lebih faedah banding dprnya thailand belum kita ingin tani kita lebih mumpuni dari tani thailand,negative,-0.20228869496966936
10660,2018-07-14T03:06:09.000Z,Bangku bangku DPR kosong saat Rapat paripurna RAPBN ! Pertanyaannya apakah masih mau memilih wakil Rakyat yg seperti itu? PSI akan mengubah wajah DPR dengan orang orang yang bertanggung jawab,bangku bangku DPR kosong saat rapat paripurna RAPBN ! tanya apakah masih mau pilih wakil rakyat yang seperti itu ? PSI akan ubah wajah DPR dengan orang orang yang pertanggungjawaban jawab,negative,-0.9508439033267851
10662,2018-07-13T16:27:50.000Z,Terimakasih kepada Kepala BPPT Tim Pansus RUU Sinas Iptek Komisi DPR RI Komisaris PT Garam Dirut dan Direksi PT Garam Pusyantek BPPT IABIE IKASMANSATAMA Smansa Magelang atas,terimakasih kepada kepala BPPT tim pansus RUU sinas iptek komisi DPR RI komisaris PT garam dirut dan direksi PT garam pusyantek BPPT IABIE IKASMANSATAMA smansa magelang atas,positive,0.5159927546944149
10663,2018-07-13T15:14:32.000Z,Waduh msk org kampung sndiri gak tau sih masa reses ngapain aje? Ngetuit? Lg gak reses jg ngetuit? Mending jgn jd anggota DPR mas jd bajer aje,waduh masuk orang kampung sendiri tidak tau sih masa reses kapai aje ? ngetuit ? lagi tidak reses juga ngetuit ? mending jangan jadi anggota DPR mas jadi bajer saja,negative,-0.9482317524232816
10682,2018-07-12T06:56:31.000Z,yth adnggota dpr beginikah mencerminkan wakil rakyat ?,yth adnggota dpr begini cermin wakil rakyat ?,positive,0.3818191679226782
10706,2018-07-10T07:16:17.000Z,Berikut berikut rekomendasi Fraksi Partai Gerindra di terkait Rancangan Undang Undang Tentang Pertanggungjawaban Atas Pelaksanaan Anggaran Pendapatan dan Belanja Negara Tahun Anggaran,ikut ikut rekomendasi partai partai gerindra di kait rancangan undang undang tentang pertanggungjawaban atas laksana anggaran dapat dan belanja negara tahun anggaran,neutral,-2.293266818639604e-16
10726,2018-07-09T03:40:00.000Z,KLU TOH FRAKSI ANDA TDK MENYETUJUI UU ITU KAN BUKAN BERARTI MEMBOHONGI RAKYAT KRN RUU TDK AKAN BISA MENJADI UU APABILA TDK DISETUJUI OLEH MAYORITAS FRAKSI anggota DPR di sidang Paripurna bukan ? JADI TLG HARGAI JUGA HAK KOLEGA ANDA YG SETUJU,JIKA TOH PARTAI ANDA TIDAK TUJU UU ITU KAN BUKAN ARTI BOHONG RAKYAT KARENA RUU TIDAK AKAN DAPAT JADI UU APABILA TIDAK TUJU OLEH MAYORITAS PARTAI anggota DPR di sidang paripurna bukan ? JADI TOLONG HARGA JUGA HAK KOLEGA ANDA YANG TUJU,negative,-0.991994489692779
10786,2018-07-03T07:43:37.000Z,Pernyataan Presiden Joko Widodo Jokowi yang mengatakan jika Komisi Pemilihan Umum KPU diberikan kewenangan oleh Undang Undang untuk membuat peraturan mendapat tanggapan keras dari Ketua DPR RI Bambang Soesatyo Jokowi DPR,nyata presiden joko widodo jokowi yang kata jika komisi pilih umum KPU beri wenang oleh undang undang untuk buat pengaturan dapat tanggap keras dari ketua DPR RI bambang soesatyo jokowi DPR,positive,0.38181916792267806
10794,2019-12-30T15:11:17.000Z,Warga Sangatta Selatan Antusias Hadiri Reses Anggota DPR RI,warga sangatta selatan antusias hadir reses anggota DPR RI,positive,0.712522343841055
10795,2019-12-30T15:04:18.000Z,JOURNAL RESES DPR RI WARGA DESAK TETI NYALON BUPATI CILACAP via,JOURNAL RESES DPR RI WARGA DESAKAN TETI NYALON BUPATI CILACAP via,negative,-0.06184909705487242
10827,2019-12-29T06:36:14.000Z,Tak hanya soal RUU KPK sejumlah pihak turut memberi sorotan terhadap figur Firli Bahuri yang kini menjabat sebagai Ketua Ia diduga pernah melakukan pelanggaran etik saat masih menjabat sebagai Deputi Penindakan KPK CNNIndonesia,tak hanya soal RUU KPK jumlah pihak turut beri sorot hadap figur firli bahuri yang kini jabatan bagai ketua ia duga pernah pelaksanaan langgar etik saat masih jabatan bagai deputi tindakan KPK cnnindonesia,positive,0.8608211050793746
10853,2019-12-27T05:57:26.000Z,Kakanwil BPN Provinsi Sumatera Selatan Bpk H Muchtar SH MM menerima kunjungan kerja reses Bpk H Wahyu Sanjaya SE selaku Anggota DPR RI Komisi II Bidang Pemerintahan Dalam Negeri Otonomi Daerah Aparatur Negara Reformasi Birokrasi Kepemiluan Pertanahan dan Reforma Agraria,kakanwil BPN provinsi sumatera selatan bpk h muchtar SH MM terima kunjung kerja reses bpk h wahyu sanjaya SE selaku anggota DPR RI komisi II bidang pemerintah dalam negeri otonomi daerah aparatur negara reformasi birokrasi pemilu tanah dan reforma agraria,positive,0.9511568072159491
10869,2019-12-26T03:48:27.000Z,Assalamu alaikum wr wb Jambi barat kami datang lagi Kerja nyata membangun Negeri Jambi Reses Anggota F PAN DPR RI DPRD Provinsi Jambi dan DPRD Kab Merangin Bapak H BAKRI Anggota F PAN DPR RI Komisi V yang,assalamu alaikum wr wb jambi barat kami datang lagi kerja nyata bangun negeri jambi reses anggota f KAPAN DPR RI DPRD provinsi jambi dan DPRD kab rangin bapak h BAKRI anggota f KAPAN DPR RI komisi v yang,negative,-0.7125223438410548
10874,2019-12-25T16:58:55.000Z,Reses Anggota F PKB DPR RI mendengar menyerap Aspirasi PUMR,reses anggota f PKB DPR RI dengar serap aspirasi PUMR,positive,0.515992754694415
10887,2019-12-25T07:30:50.000Z,Anggota Fraksi PKS DPR RI Rofiq Hananto didampingi oleh Anggota DPRD FPKS Kab Kebumen dan BPH DPD PKS Kebumen bersilaturahmi dengan Bupati Kebumen Bapak Ir H Mohammad Yahya Fuad SE di Komplek Pendopo Bupati Kebumen fraksipksdprri reses,anggota partai PKS DPR RI rofiq hananto damping oleh anggota DPRD FPKS kab kebumen dan BPH DPD PKS kebumen silaturahmi dengan bupati kebumen bapak ir h mohammad yahya fuad SE di komplek pendopo bupati kebumen fraksipksdprri reses,positive,0.3680368469877013
10903,2019-12-24T03:09:41.000Z,Anggota Fraksi NasDem DPR RI Satori melaksanakan kegiatan reses dengan mengunjungi Pesantren Jamiyyatut Tholibin di desa Babakan Ciwaringin Cirebon Jawa Barat Senin Selengkapnya NasDemAntiMahar,anggota partai nasdem DPR RI satori laksana giat reses dengan unjung pesantren jamiyyatut tholibin di desa babakan ciwaringin cirebon jawa barat senin lengkap nasdemantimahar,positive,0.20228869496966945
10919,2019-12-23T12:06:26.000Z,titiknya jangan jangan Fiktif? Jd ga bisa di datangi Kalo adapun membuktikan Anggota DPR nya males dengerin aspirasi Rakyat sisa waktunya buat piknik,titik jangan jangan fiktif ? jadi tidak dapat di datang jika adapun bukti anggota DPR nya malas dengar aspirasi rakyat sisa waktu buat piknik,negative,-0.9489196917269418
10940,2019-12-22T10:54:06.000Z,Ini tugas anggota saat reses ya?,ini tugas anggota saat reses ya ?,negative,-0.20228869496966945
10943,2019-12-22T06:57:41.000Z,Anggota DPR Aceh Salihin F PKB melaksanakan Reses II Tahun ke Daerah Pemilihan IV Kabupaten Aceh Tengah dan Bener Meriah resesdpra acehtengah benermeriah,anggota DPR aceh salihin f PKB laksana reses II tahun ke daerah pilih IV kabupaten aceh tengah dan banget riah resesdpra acehtengah benermeriah,positive,0.7372279963801371
10964,2019-12-21T07:25:13.000Z,Tim Komisi III DPR RI Puji Layanan Keimigrasian di TPI Bandara Internasional Juanda SURABAYA Kunjungan kerja dalam rangka reses Komisi III DPR RI masa persidangan I Tahun berlanjut Usai melakukan rapat,tim komisi II DPR RI puji layan imigrasi di TETAPI bandara internasional juanda SURABAYA kunjung kerja dalam rangka reses komisi II DPR RI masa sidang i tahun lanjut usai pelaksanaan rapat,positive,0.976970242234777
11000,2019-12-19T17:53:08.000Z,Dalam rangka Reses II Tahun ke Daerah Pemilihan VII Kabupaten Aceh Tamiang dan Kota Langsa Anggota DPR Aceh H Jauhari Amin SH MH melakukan penyerapan Aspirasi dari warga di Kota Langsa Secara resmi,dalam rangka reses II tahun ke daerah pilih VII kabupaten aceh tamiang dan kota langsa anggota DPR aceh h jauhari amin SH MAH pelaksanaan serap aspirasi dari warga di kota langsa cara resmi,positive,0.3680368469877013
11049,2019-12-18T09:15:00.000Z,Pembatasan terhadap wartawan dan interupsi anggota DPR di rapat paripurna menunjukkan kecenderungan DPR yang saat ini tertutup antidialog bahkan mengarah pada otoriter Polhuk AdadiKompas,batas hadap wartawan dan interupsi anggota DPR di rapat paripurna tunjuk cenderung DPR yang saat ini tutup antidialog bahkan arah pada otoriter polhuk adadikompas,negative,-0.9413038146462804
11066,2019-12-17T23:17:20.000Z,Tertarik pada point huruf d dan i Pemantauan dana aspirasi DPR dan Open Parliament Indonesia OPI Rapat Paripurna DPR RI Ke Masa Persidangan I Tahun Sidang dengan agenda Laporan Badan,tarik pada point huruf di dan i pantau dana aspirasi DPR dan open parliament indonesia OPI rapat paripurna DPR RI ke masa sidang i tahun sidang dengan agenda lapor badan,positive,0.38181916792267806
11067,2019-12-17T20:10:00.000Z,Sejumlah Anggota DPR Pesimistis soal Target RUU Prolegnas,jumlah anggota DPR pesimistis soal target RUU prolegnas,negative,-0.515992754694415
11068,2019-12-17T20:03:48.000Z,Foto Rapat paripurna DPR RI mengesahkan program legislasi nasional prolegnas untuk DPR juga sepakat mengesahkan RUU masuk prolegnas prioritas Begini momennya RUU,foto rapat paripurna DPR RI pengesahan program legislasi nasional prolegnas untuk DPR juga sepakat pengesahan RUU masuk prolegnas prioritas begini momen RUU,positive,0.6089103567919466
11069,2019-12-17T17:55:22.000Z,DPR RI Minta TV Dukung RUU Penyiaran,DPR RI minta TV dukungan RUU siar,positive,0.5765606074399332
11082,2019-12-17T08:52:16.000Z,DPR Sepakati RUU Prolegnas dan Prolegnas Prioritas,DPR sepakat RUU prolegnas dan prolegnas prioritas,positive,0.3341322119809101
11114,2019-12-16T14:20:44.000Z,Pak doktor anda berkesempatan untuk menjawab bantahan bu susi Sebagai anggota dpr seharusnya anda kritis pada kebijakan mentri bukan malah dukung kebijakan ygvkontroversi,pak doktor anda sempat untuk jawab bantah bu sus bagai anggota dpr harus anda kritis pada kebijakan tri bukan malah dukungan kebijakan ygvkontroversi,negative,-0.9808334990488496
11145,2019-12-13T18:31:54.000Z,Menteri tidak mau menjadi pihak yang sotoy terus merumuskan kebijakan sendiri sebagai seolah sebagai father know every things Tidak Mas punya rekam jejak panjang sebagai tahun penuh memimpin komisi IV DPR RI sebagai pendengar yang baik,menteri tidak mau jadi pihak yang sok tau terus rumus kebijakan sendiri bagai pengolahan bagai father know every things tidak mas punya rekam jejak panjang bagai tahun penuh kepemimpinan komisi IV DPR RI bagai dengar yang baik,negative,-0.9809096747036714
11195,2020-12-28T11:02:37.000Z,Oktober menjadi masa puncak kontroversi pengusunan RUU Cipta Kerja Di tengah gelombang demonstrasi Dewan Perwakilan Rakyat mengesahkan undang undang sapu jagat yang dinilai mengancam buruh dan lingkungan hidup ini MajalahTempo,oktober jadi masa puncak kontroversi pengusunan RUU cipta kerja di tengah gelombang demonstrasi dewan wakil rakyat pengesahan undang undang sapu jagat yang nilai ancam buruh dan lingkung hidup ini majalahtempo,negative,-0.8146341887870099
11201,2020-12-28T07:24:23.000Z,Sebab Tidak ada hukum bagi seorang wakil rakyat dalam menentukan kebijakan rumusan uu yang sudah disah Arinya manusia harus mencari jalan solusi Sesuatu yang salah harus diperjuangkan utk benarkan Bukan membentuk gurita gurita baru,karena tidak ada hukum bagi orang wakil rakyat dalam tentu kebijakan rumus uu yang sudah sah ari manusia harus cari jalan solusi sesuatu yang salah harus juang untuk benar bukan bentuk gurita gurita baru,negative,-0.9887926148167195
11265,2020-12-21T05:21:56.000Z,Baleg DPR tidak menemukan halangan saat mengusulkan RUU PKS masuk dalam pembahasan Program Legislasi Nasional Prolegnas Prioritas Komitmen itu diharapkan tidak berubah hingga pengesahan di rapat paripurna DPR ruuPKS FRAKSINASDEM,baleg DPR tidak temu halang saat usul RUU PKS masuk dalam bahas program legislasi nasional prolegnas prioritas komitmen itu harap tidak ubah hingga pengesahan di rapat paripurna DPR ruupks FRAKSINASDEM,negative,-0.7431151365347899
11326,2020-12-16T06:24:29.000Z,Anggota Komisi X DPR RI Yoyok Sukawi mendesak adanya angka pasti di dalam APBN untuk dunia olahraga Menurut Yoyok Sukawi yang termasuk anggota Panja RUU SKN sudah saatnya dunia olahraga lebih diperhatikan dgn memberi porsi anggaran yang lebih ideal,anggota komisi kali DPR RI yoyok sukawi desakan ada angka pasti di dalam APBN untuk dunia olahraga turut yoyok sukawi yang masuk anggota panja RUU SKN sudah saat dunia olahraga lebih perhati dengan beri porsi anggaran yang lebih ideal,positive,0.7806874817819336
11336,2020-12-15T11:35:37.000Z,Upaya Pemerintah dan DPR RI memulihkan perekonomian nasional melalui pengesahan UU Cipta Kerja mendapat sorotan dari kalangan buruh mahasiswa dan kelompok kepentingan Sejumlah pasal dapat meningkatkan kesejahteraan buruh dan masyarakat secara umum,upaya pemerintah dan DPR RI pulih ekonomi nasional lalu pengesahan UU cipta kerja dapat sorot dari kalang buruh mahasiswa dan kelompok penting jumlah pasal dapat tingkat sejahtera buruh dan masyarakat cara umum,positive,0.7184212081070996
11408,2020-12-10T01:06:50.000Z,Gini yah kerjaan wakil rakyat pas pemilihan minta suara rakyat pas kepilih lgsg tuli gk mendengar aspirasi rakyat nah skrg dah pda pinter rakyat gk penting jg milih krn bakal gitu aja pesta politik jalan terus d tengah wabah,begini ya kerja wakil rakyat pas pilih minta suara rakyat pas pilih langsung tuli tidak dengar aspirasi rakyat nah sekarang deh pada pintar rakyat tidak penting juga pilih karena bakal begitu saja pesta politik jalan terus di tengah wabah,negative,-0.9466422265878432
11440,2020-12-07T16:14:23.000Z,RUU Jalan Disetujui jadi Usul Inisiatif DPR RI,RUU jalan tuju jadi usul inisiatif DPR RI,positive,0.712522343841055
11459,2020-12-07T01:20:54.000Z,Terima kasih sdh mau menjelaskan pd pak BTP dan pd publik Jangan kecewakan dan khianati masyarakat ya mba jadilah wakil rakyat yg benar menyuarakan aspirasi rakyat dan selalu menggunakan hati nurani hikmat marifat Tuhan dan akal waras dlm bekerja,terima kasih sudah mau jelas pada pak BTP dan pada publik jangan kecewa dan khianat masyarakat ya mbak jadi wakil rakyat yang banget suara aspirasi rakyat dan selalu penggunaan hati nurani hikmat marifat tuhan dan akal waras dalam kerja,positive,0.9467802585331152
11510,2020-12-02T10:09:35.000Z,Anggota Batalyon C Pelopor Satuan Brimob Polda Metro Jaya Melaksanakan Kegiatan Pengamanan Unjuk Rasa Dari PPMI Persaudaraan Pekerja Muslim Indonesia Jumlah orang Tuntutan Batalkan RUU Omnibuslaw Di Gedung MPR DPR RI Jakarta Pusat,anggota batalyon sih pelopor satu brimob polda metro jaya laksana giat aman unjuk rasa dari PPMI saudara kerja muslim indonesia jumlah orang tuntutan batal RUU omnibuslaw di gedung MPR DPR RI jakarta pusat,negative,-0.6567537776612759
11526,2020-12-01T05:22:35.000Z,surat presiden naskah RUU Cipta Kerja serta naskah akademik yg menyertainya kepada Ketua dan Wakil Ketua tanggal Februari KumhamPasti OmnibusLawTaatProsedural Kumham,surat presiden naskah RUU cipta kerja serta naskah akademik yang serta kepada ketua dan wakil ketua tanggal februari kumhampasti omnibuslawtaatprosedural kumham,positive,0.2022886949696695
11533,2020-11-30T13:36:23.000Z,Webinar ini dilatarbelakangi lantaran kekhawatiran DPR RI atas perkembangan situasi Palestina khususnya dampak dari kebijakan ceroboh Donald Trump yang sangat merugikan masa depan Palestina diplomasiparlemen,webinar ini dilatarbelakangi lantar khawatir DPR RI atas kembang situasi palestina khusus dampak dari kebijakan ceroboh donald trump yang sangat rugi masa depan palestina diplomasiparlemen,negative,-0.9632704559404183
11554,2020-11-28T04:20:20.000Z,Pemerintah bersama Dewan Perwakilan Rakyat DPR RI menginisiasi Rancangan Undang undang RUU Omnibus Law Sektor Keuangan,pemerintah sama dewan wakil rakyat DPR RI inisiasi rancangan undang undang RUU omnibus law sektor uang,positive,0.6289226359922113
11555,2020-11-28T02:26:36.000Z,Bagaimana Penjelasan lengkap terkait aturan Medsos untuk pengguna media sosial usia di bawah tahun di Rancangan Undang Undang Perlindungan Data Pribadi RUU PDP ? Simak saat ini pembahasannya bersama Anggota Komisi DPR RI Muhammad Farhan,bagaimana jelas lengkap kait pengaturan medsos untuk penggunaan media sosial usia di bawah tahun di rancangan undang undang lindung data pribadi RUU PDP ? simak saat ini bahas sama anggota komisi DPR RI muhammad farhan,positive,0.9711461430512558
11625,2020-11-25T17:01:09.000Z,DPR RI Gila RUU HIP Masih Diagendakan,DPR RI banget RUU HIP masih agenda,positive,0.2190035070195839
11646,2020-11-25T05:31:26.000Z,Apa hak MUI mempermasalahkan tentang hal itu kebijakan ada di presiden tentu atas persetujuan anggot DPR RI,apa hak MUI masalah tentang hal itu kebijakan ada di presiden tentu atas tuju anggot DPR RI,negative,-0.7739149202363939
11654,2021-12-30T16:10:11.000Z,Gak penting banget bahas itu?? Itu RUU perampasan asset koruptor kenapa gak disetujui !!! Ngapain lah kau Bang?? Sesekali Berguna lah kau sebagai orang penting di NKRI ini??,tidak penting banget bahas itu ? ? itu RUU ampas asset koruptor kenapa tidak tuju ! ! kapai lah kau bang ? ? sekal penggunaan lah kau bagai orang penting di NKRI ini ? ?,negative,-0.9799697017954957
11663,2021-12-30T11:32:12.000Z,Takut hidupnya melarat pantesan nolak RUU,takut hidup melarat pantesan nolak RUU,negative,-0.8373757398941277
11677,2021-12-30T03:37:28.000Z,Kegiatan Reses Perorangan Anggota Komisi VIII DPR RI Dapil Sumut H M Husni S E M M melakukan kunjungan silaturahmi audiensi menampung aspirasi dengan Kepala Dinas Sosial Dinsos Rudi Tambunan dan Bapak Rismar Silaban Dinsos Deli Serdang Sumatra Utara,giat reses orang anggota komisi VII DPR RI dapil sumut h sama husni si e sama sama pelaksanaan kunjung silaturahmi audiensi tampung aspirasi dengan kepala dinas sosial dinsos rudi tambun dan bapak rismar silaban dinsos deli serdang sumatra utara,positive,0.937127104577154
11717,2021-12-28T12:22:55.000Z,Mudahan RUU ini segera jdi UU Sudah banyak sekali terjadi pencurian dan penjualan data pribadi tetapi belum ada sanksi yg tegas untuk kasus ini,mudah RUU ini segera jadi UU sudah banyak sekali jadi curi dan jual data pribadi tetapi belum ada sanksi yang tegas untuk kasus ini,positive,0.8319555095554255
11755,2021-12-26T23:23:31.000Z,Anggota Komisi VIII DPR RI Dr H Jefry Romdonny M M disela Kunjungan Kerja Reses masa sidang II tahun Beliau menyerahkan bantuan Alat bantu dengar ABD Kaki Palsu Alat bantu jalan,anggota komisi VII DPR RI dari h jefry romdonny sama sama sela kunjung kerja reses masa sidang II tahun beliau serah bantu alat bantu dengar ABD kaki palsu alat bantu jalan,positive,0.9764603546002607
11758,2021-12-26T23:13:08.000Z,anggota DPR RI dari Fraksi Gerindra Dr Ir H A R Sutan Adil Hendra MM SAH kembali melakukan kunjungan kerja perorangan atau reses Masa Persidangan II tahun di daerah pemilihan tanggal hingga Desember,anggota DPR RI dari partai gerindra dari ir h a r sutan adil hendra MM SAH kembali pelaksanaan kunjung kerja orang atau reses masa sidang II tahun di daerah pilih tanggal hingga desember,negative,-0.4893110583195424
11791,2021-12-24T09:06:45.000Z,Media masyarakat dan publik harus mendorong DPR RI agar segera mengesahkan RUU TPKS Rosmiati,media masyarakat dan publik harus dorong DPR RI agar segera pengesahan RUU TPKS rosmiati,negative,-0.7455756637711038
11797,2021-12-24T04:00:24.000Z,Presiden Sudah Kirim Surat ke DPR RI untuk Bahas RUU Perubahan UU ITE,presiden sudah kirim surat ke DPR RI untuk bahas RUU ubah UU ITE,positive,0.515992754694415
11812,2021-12-23T13:46:10.000Z,Hal itu disampaikan Desmond saat memimpin pertemuan Tim Kunjungan Kerja Reses Komisi III DPR RI dengan Kapolda Banten Rudy Heriyanto beserta jajaran dan Kepala Badan Narkotika Nasional BNN Banten Hendri Marpaung beserta jajaran,hal itu sampai desmond saat kepemimpinan temu tim kunjung kerja reses komisi II DPR RI dengan kapolda banten rudy heriyanto serta jajar dan kepala badan narkotika nasional BNN banten hendri marpaung serta jajar,positive,0.8224628936244653
11824,2021-12-23T04:15:00.000Z,Ketua Fraksi PDI Perjuangan DPR RI Utut Adianto menyebut ada mekanisme yang harus dilalui untuk membawa RUU TPKS ke rapat paripurna untuk diputuskan menjadi usul inisiatif DPR pdiperjuangan,ketua partai PDI juang DPR RI utut adianto sebut ada mekanisme yang harus lalu untuk bawa RUU TPKS ke rapat paripurna untuk keputusan jadi usul inisiatif DPR pdiperjuangan,negative,-0.7739149202363939
11837,2021-12-22T10:51:11.000Z,Mari terus dukung perlindungan hak perempuan Desak Presiden dan segera sahkan RUU Penghapusan Kekerasan Seksual dan RUU Perlindungan Pekerja Rumah Tangga yang melindungi hak perempuan Beri dukungan dan desak keadilan untuk korban kekerasan berbasis gender,mari terus dukungan lindung hak perempuan desakan presiden dan segera sahkan RUU hapus keras seksual dan RUU lindung kerja rumah tangga yang lindung hak perempuan beri dukungan dan desakan adil untuk korban keras bas gender,positive,0.9660411641354814
11840,2021-12-22T10:07:47.000Z,Anggota Komisi IX DPR Kurniasih Mufidayati mengusulkan karantina bagi perjalanan luar negeri menjadi hingga hari Kurniasih meminta kebijakan karantina diambil dari penelitian masa inkubasi Covid,anggota komisi IX DPR kurniasih mufidayati usul karantina bagi jalan luar negeri jadi hingga hari kurniasih minta kebijakan karantina ambil dari teliti masa inkubasi covid,negative,-0.4804418833133984
11857,2021-12-22T03:10:33.000Z,Puan Maharani menyatakan DPR RI akan mendorong pemerintah untuk lebih memperhatikan masyarakat di pengungsian dan masa pemulihan ke depannya DPRuntukNegeri terus mendengar aspirasi rakyat,puan maharani nyata DPR RI akan dorong pemerintah untuk lebih perhati masyarakat di ungsi dan masa pulih ke depan dpruntuknegeri terus dengar aspirasi rakyat,positive,0.8401680504168059
