no,timestamp,teks,teks_processed,compound_score,sentiment,confidence_level,ground_truth,notes
2421,2016-07-20T11:09:43.000Z,Dikabarkan Ditangkap Polisi Anggota DPR RI Asal Sumsel Bilang Sedang Rapat Paripurna Guna menyakinkan warta,kabar tangkap polisi anggota DPR RI asal sumsel bilang sedang rapat paripurna guna menyakinkan warta,-0.0456824678019661,neutral,ambiguous,neutral,informasi
9775,2018-10-01T13:38:50.000Z,Itu yg di wawancarai Tv one wakil rakyat dari Nasdem yg gendut apa pun kebijakan Gubernur pasti salah di mata nya maklum partai beda nasdem pdi p Hanura semua nggak senang ma mas anies Wakil rakyat masuk angin dah gendut krn mkn nggak jelas sok sok an lgi Huhhhhh,itu yang di wawancara tv one wakil rakyat dari nasdem yang gendut apa pun bijak gubernur pasti salah di mata nya maklum partai beda nasdem pdi p hanura semua enggak senang sama mas anies wakil rakyat masuk angin deh gendut karena makin enggak jelas sok sok an lagi huhh,-0.0215351315540426,neutral,ambiguous,negative,sindiran terhadap wakil rakyat
12059,2021-12-17T03:18:29.000Z,Maaf ni pak KPK saya ajarin sampean ya kalau ada pejabat korupsi lakukan hal ini Tangkap dan dapatkan barang buktinya Tuntut dengan hukuman yang maksimal agar ada efek jera Usulkan agar undang undang dapat menghukum pelaku tipikor dengan seberat beratnya,maaf nih pak KPK saya ajar sampean ya kalau ada jabat korupsi laku hal ini tangkap dan dapat barang bukti tuntut dengan hukum yang maksimal agar ada efek jera usul agar undang undang dapat hukum laku tipikor dengan berat berat,-0.0044444151808439,neutral,ambiguous,neutral,tidak ada konteks ke DPR
546,2016-11-16T03:30:02.000Z,Desa Wisata Sejarah di Pulau Mepar Rindu Diterangi PLN Reses Anggota DPR RI Komisi VI Drs H Nyat Kadir ke Daik,desa wisata sejarah di pulau mepar rindu rang PLN reses anggota DPR RI komisi VI drs h nyat kadir ke daik,-0.0199973337599309,neutral,ambiguous,neutral,informasi kegiatan
9419,2018-10-27T17:30:48.000Z,tim caleg PSI mendorong adanya mekanisme yang mewajibkan anggota DPR memberi laporan secara langsung dan laporan pertanggungjawaban reses dan kunker yang disampaikan kepada publik secara online,tim caleg PSI dorong ada mekanisme yang wajib anggota DPR beri lapor cara langsung dan lapor pertanggungjawaban reses dan kunker yang sampai kepada publik cara online,0.0199973337599309,neutral,ambiguous,neutral,informasi usulan mekanisme
4861,2017-10-26T03:57:22.000Z,Arah Kebijakan APBN Tentang Kesejahteraan Hanya Jangka Pendek,arah bijak APBN tentang sejahtera hanya jangka pendek,0.0099996666799994,neutral,ambiguous,neutral,informasi
86,2016-12-21T06:15:58.000Z,Anggota DPR Minta Kebijakan Bebas Visa Dievaluasi,anggota DPR minta bijak bebas visa evaluasi,-0.0399786803111635,neutral,ambiguous,neutral,informasi
11156,2019-12-13T06:18:30.000Z,Hasil tripartit ada RUU yang masuk Prolegnas prioritas Di dalamnya ada tiga omnibus yakni soal lapangan kerja ibu kota negara dan pajak kata Wakil Ketua Baleg DPR Selengkapnya NasDemAntiMahar,hasil tripartit ada RUU yang masuk prolegnas prioritas di dalam ada tiga omnibus yakni soal lapang kerja ibu kota negara dan pajak kata wakil ketua baleg DPR lengkap nasdemantimahar,0.0088886547856338,neutral,ambiguous,neutral,informasi pembahasan RUU
6643,2017-06-08T05:06:36.000Z,Wawancara Anggota DPR RI Tentang RUU Kepalangmerahan,wawancara anggota DPR RI tentang RUU kepalangmerahan,0.0,neutral,ambiguous,neutral,informasi wawancara
9648,2018-10-13T05:59:25.000Z,Jejaring AMPL bersama sama dengan CRPG GWP SEA dan UNICEF memberikan masukan kepada DPR terkait Rancangan Undang Undang Sumber Daya Air RUUSDA Kertas Posisi Masukan Jejaring AMPL Kepada Dewan Perwakilan Rakyat,jejaring AMPL sama sama dengan CRPG GWP SEA dan UNICEF beri masuk kepada DPR kait rancang undang undang sumber daya air RUUSDA kertas posisi masuk jejaring AMPL kepada dewan wakil rakyat,-0.0299910032388201,neutral,ambiguous,neutral,informasi
1208,2016-10-12T06:07:45.000Z,Okezone Pembahasan Perppu Kebiri Alot Rapat Paripurna Diskor Dewan Perwakilan Rakyat DPR tengah melakuka,okezone bahas perppu kebiri alot rapat paripurna skor dewan wakil rakyat DPR tengah melakuka,0.0,neutral,ambiguous,neutral,berita
12947,2024-11-30T15:37:47.000Z,Jumat November sekira pukul Wib sampai dengan selesai bertempat di Ruang Rapat Paripurna Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Tapanuli Selatan Kepala Kejaksaan Negeri Tapanuli Selatan Muhammad Indra Muda Nasution S H M H menghadiri c,jumat november sekira pukul wib sampai dengan selesai tempat di ruang rapat paripurna dewan wakil rakyat daerah DPRD kabupaten tapanuli selatan kepala jaksa negeri tapanuli selatan muhammad indra muda nasution SI h SAMA h hadir sih,0.0,neutral,ambiguous,neutral,informasi kegiatan
6944,2017-05-17T07:11:12.000Z,Masa Reses Anggota DPR RI Sartono Hutomo Kunjungi dan Santuni Anak Yatim Piatu via Pijar,masa reses anggota DPR RI sartono hutomo kunjung dan santun anak yatim piatu via pijar,0.0199973337599309,neutral,ambiguous,neutral,informasi kegiatan
3625,2016-05-18T07:12:57.000Z,Anggota DPR Fraksi PKS Almuzzammil Yusuf bersalaman dengan Wakil Ketua DPR Fahri Hamzah saat Rapat Paripurna,anggota DPR fraksi PKS almuzzammil yusuf salam dengan wakil ketua DPR fahri hamzah saat rapat paripurna,-0.0266603474764648,neutral,ambiguous,neutral,informasi
7609,2017-03-22T14:19:01.000Z,Jokowi Persoalan Daerah Dibawa ke Saya Gubernurnya Kerja Apa?,jokowi soal daerah bawa ke saya gubernur kerja apa ?,-0.0299910032388201,neutral,ambiguous,neutral,tidak ada konteks ke DPR
8362,2017-01-19T13:08:48.000Z,DPR Kembali Minta Kebijakan Bebas Visa Dievaluasi csps policy,DPR kembali minta bijak bebas visa evaluasi csps policy,0.0266603474764648,neutral,ambiguous,neutral,informasi pernyataan DPR
11075,2019-12-17T16:06:33.000Z,Pidato Penutupan Masa Persidangan I Tahun Sidang oleh Ketua DPR RI Puan Maharani dalam Rapat Paripurna DPR RI Ke Masa Persidangan I Tahun Sidang Selasa Desember ParipurnaDPR,pidato tutup masa sidang i tahun sidang oleh ketua DPR RI puan maharani dalam rapat paripurna DPR RI ke masa sidang i tahun sidang selasa desember paripurnadpr,0.0456824678019661,neutral,ambiguous,neutral,informasi kegiatan
1998,2016-08-15T07:08:26.000Z,BPOM Masih Pilih Pilih Razia Makanan di Masyarakat Dalam kunjungan reses anggota Komisi IX DPR RI Ahmad Zain,BPOM masih pilih pilih razia makan di masyarakat dalam kunjung reses anggota komisi IX DPR RI ahmad zain,0.0,neutral,ambiguous,neutral,informasi kegiatan
2086,2016-08-10T01:05:04.000Z,Anggota DPR Usulan RUU Kamnas Belum Tepat,anggota DPR usul RUU kamnas belum tepat,-0.0399786803111635,neutral,ambiguous,neutral,inoformasi pernyataan
12651,2024-12-19T06:45:00.000Z,Puan Ingatkan Dampak Kenaikan PPN Persen Bisa Perburuk Keadaan Kelas Menengah,puan ingat dampak naik PPN persen bisa buruk ada kelas tengah,-0.0456824678019661,neutral,ambiguous,neutral,informasi pernyataan
927,2016-10-25T07:17:40.000Z,Tribun Pansus RUU Wasantara Pertimbangkan Masukan Lemhanas Panitia Khusus Pansus Rancangan NewsToday,tribun pansus RUU wasantara timbang masuk lemhanas panitia khusus pansus rancang newstoday,0.0,neutral,ambiguous,neutral,berita
5591,2017-08-29T04:44:23.000Z,Setelah Rapat Paripurna Hari Jadi Ke Pimpinan Anggota DPR RI lalukan pemotongan tumpeng Boy,telah rapat paripurna hari jadi ke pimpin anggota DPR RI lalu potong tumpeng boy,0.013332543266059,neutral,ambiguous,neutral,informasi kegiatan
672,2016-11-01T13:48:25.000Z,Reses DPR RI Partai Demokrat d RKG Grobogan Jateng,reses DPR RI partai demokrat di RKG grobogan jateng,0.0,neutral,ambiguous,neutral,informasi kegiatan
11432,2020-12-08T08:03:09.000Z,Menteri BUMN menggunakan beberapa aspek sebagai pendekatan dasar dalam menerapkan kebijakan kontrak manajemen tahunan direksi di perseroan pelat merah DireksiBUMN,menteri BUMN guna beberapa aspek bagai dekat dasar dalam terap bijak kontrak manajemen tahun direksi di persero pelat merah direksibumn,0.0399786803111635,neutral,ambiguous,neutral,tidak ada konteks ke DPR
12191,2021-12-15T09:44:44.000Z,Hal itu disampaikan Muhaimin saat menghadiri sekaligus membuka Seminar Nasional MKD DPR RI MKD menjadi satunya instrumen yg dapat menanggalkan hak imunitas seorang anggota parlemen DPRuntukNegeri Terus mendengar aspirasi rakyat,hal itu sampai muhaimin saat hadir sekaligus buka seminar nasional MKD DPR RI MKD jadi satu instrumen yang dapat tanggal hak imunitas orang anggota parlemen dpruntuknegeri terus dengar aspirasi rakyat,0.0266603474764648,neutral,ambiguous,positive,penilaian peran DPR yang mendengar aspirasi rakyat
6050,2017-07-20T15:19:27.000Z,LIVE RAPAT PARIPURNA DPR Pengambilan Keputusan RUU Penyelenggaraan Pemilihan Umum ParipurnaDPR RUUPemilu,LIVE RAPAT PARIPURNA DPR ambil putus RUU selenggara pilih umum paripurnadpr ruupemilu,0.0499583749578799,neutral,ambiguous,neutral,informasi kegiatan
830,2016-10-26T18:00:18.000Z,I added a video to a playlist DPR RI KOMISI VI INGIN RUU KOPERASI DORONG KEBERPIHAKAN PADA EKONOMI,i added a video tapi a playlist DPR RI KOMISI VI INGIN RUU KOPERASI DORONG PIHAK PADA EKONOMI,0.0,neutral,ambiguous,neutral,informasi
1767,2016-08-27T04:09:54.000Z,JAKARTA Anggota Komisi XI DPR RI Heri Gunawan menyesalkan kebijakan pemerintah yang asal asalan berutang ta,JAKARTA anggota komisi XI DPR RI heri gunawan sesal bijak perintah yang asal asal utang ta,-0.0399786803111635,neutral,ambiguous,neutral,pernyataan dari DPR tentang kebijakan pemerintah
10613,2018-07-17T17:30:20.000Z,Melaksanakan pemantauan dan Memfasilitasi penyelesaian sengketa konflik Sementara itu draf RUU inisiatif hanya mengakomodasi satu lembaga yg disebut dgn Panitia Masyarakat Hukum Adat Panitia ini dibentuk pada tingkat Kabupaten Provinsi dan Pusat,laksana pantau dan fasilitas selesai sengketa konflik sementara itu draf RUU inisiatif hanya akomodasi satu lembaga yang sebut dengan panitia masyarakat hukum adat panitia ini bentuk pada tingkat kabupaten provinsi dan pusat,-0.0175366634966045,neutral,ambiguous,neutral,informasi pembahasan RUU
641,2016-11-04T14:56:28.000Z,Ha ha ha RT Wakil rakyat adalah juru bicara rakyat membawa n memperjuangkan aspirasi rakyat Atasan wakil rakyat adalah rakyat,ha ha ha RT wakil rakyat adalah juru bicara rakyat bawa n juang aspirasi rakyat atas wakil rakyat adalah rakyat,0.0,neutral,ambiguous,positive,penegasan peran ideal wakil rakyat
3395,2016-05-26T20:47:33.000Z,VenzTime Wakil Ketua Komisi XI DPR RI Soepriyatno menginginkan pembahasan RUU Pengampunan Pajak yang tidak t,venztime wakil ketua komisi XI DPR RI soepriyatno ingin bahas RUU ampun pajak yang tidak t,-0.031989081805404,neutral,ambiguous,neutral,informasi pernyataan
3382,2016-05-27T07:17:38.000Z,Banyak Anggota DPR Bolos Rapat Pembahasan Sejumlah RUU Mandek,banyak anggota DPR bolos rapat bahas jumlah RUU mandek,0.0,neutral,ambiguous,negative,kritik terhadap kinerja DPR (bolos rapat)
6957,2017-05-16T06:56:09.000Z,Matangkan RUU Perkelapasawitan DPR Kunjungi Industri dan Perkebunan Kelapa Sawit di Pontianak,matang RUU perkelapasawitan DPR kunjung industri dan kebun kelapa sawit di pontianak,-0.0399786803111635,neutral,ambiguous,neutral,informasi kegiatan
11274,2020-12-20T08:08:20.000Z,RT infoJATIASIH RT Anggota DPR desak pembuatan RUU untuk lindungi pasar tradisional,RT infojatiasih RT anggota DPR desak buat RUU untuk lindung pasar tradisional,-0.031989081805404,neutral,ambiguous,neutral,informasi usulan
1429,2016-09-26T06:21:04.000Z,Minim Sosialisasi Komisi IX Protes Kebijakan Sistem Pembayaran Iuran BPJS yang Baru,minim sosialisasi komisi IX protes bijak sistem bayar iur BPJS yang baru,-0.0399786803111635,neutral,ambiguous,neutral,kritik dari DPR mengenai kebijakan pemerintah
8105,2017-02-08T07:49:47.000Z,Pendalaman Anggota Komisi IX DPR RI Tentang RUU Kepalangmerahan,dalam anggota komisi IX DPR RI tentang RUU kepalangmerahan,0.0,neutral,ambiguous,neutral,informasi kegiatan
5833,2017-08-02T16:31:13.000Z,Ketua DPRK Aceh Tamiang Ikut Pertemuan Bersama Pansus RUU DPR RI via,ketua DPRK aceh tamiang ikut temu sama pansus RUU DPR RI via,-0.0399786803111635,neutral,ambiguous,neutral,informasi kegiatan
11744,2021-12-27T13:19:47.000Z,RESES FPKS DPR RI Anggota FPKS DPR RI Diah Nurwitasari meresmikan Los Pasar Online Desa Ciaro Kec Nagreg Kab Bandung Los Pasar yang jadi basecamp komunitas Team Online Ciaro TOC ini dibangun dari program Kemenaker yang diadvokasi oleh Diah Nurwitasari,RESES FPKS DPR RI anggota FPKS DPR RI diah nurwitasari resmi los pasar online desa ciaro kec nagreg kab bandung los pasar yang jadi basecamp komunitas team online ciaro TOC ini bangun dari program kemenaker yang advokasi oleh diah nurwitasari,0.0266603474764648,neutral,ambiguous,neutral,informasi
4586,2017-11-24T02:04:14.000Z,Wakil Ketua Komisi IX DPR RI Keterlibatan Ormas Dalam RUU Kepalangmerahan berdampak,wakil ketua komisi IX DPR RI libat ormas dalam RUU kepalangmerahan dampak,0.0,neutral,ambiguous,neutral,informasi
6975,2017-05-13T13:14:18.000Z,Anggota DPR RI Komisi VI Eka Sastra giat laksanakan reses kali ini dilaksanakan di empat titik Kota Bogor,anggota DPR RI komisi VI eka sastra giat laksana reses kali ini laksana di empat titik kota bogor,0.013332543266059,neutral,ambiguous,neutral,informasi kegiatan
11249,2020-12-23T01:47:40.000Z,Pjs Walikota Gunungsitoli Sampaikan Harapannya Saat Ikuti Reses Perseorangan Anggota DPR RI Sihar P H Sitorus,pjs walikota gunungsitoli sampai harap saat ikut reses orang anggota DPR RI sihar p h sitorus,-0.0199973337599309,neutral,ambiguous,neutral,informasi kegiatan
7086,2017-04-28T15:31:48.000Z,Jadi Tim Pengolah Data Dokumentasi IT Support Operator Presentasi Pak Bupati saat Pertemuan Reses DPR RI,jadi tim olah data dokumentasi ITU support operator presentasi pak bupati saat temu reses DPR RI,-0.0399786803111635,neutral,ambiguous,neutral,informasi kegiatan
1021,2016-10-20T04:21:41.000Z,Pansus RUU Pemberantasan Tindak Pidana Terorisme DPR RDP dengan Kemenlu Kementerian Pertahanan terkait masukan RUU Terorisme DPRLive,pansus RUU berantas tindak pidana terorisme DPR RDP dengan kemenlu menteri tahan kait masuk RUU terorisme dprlive,-0.0266603474764648,neutral,ambiguous,neutral,informasi
10209,2018-08-27T01:34:32.000Z,Topik Lucius Karus Peneliti Forum Masyarakat Peduli Parlemen Indonesia Formappi produktivitas anggota DPR ya hanya itu itu saja kalau misal ada rencana RUU ya itu hanya rencana saja,topik lucius karus teliti forum masyarakat peduli parlemen indonesia formappi produktivitas anggota DPR ya hanya itu itu saja kalau misal ada rencana RUU ya itu hanya rencana saja,0.0199973337599309,neutral,ambiguous,negative,kritik terhadap produktivitas DPR
2602,2016-06-28T08:17:39.000Z,beritainyangada DPR sahkan Undang Undang Tax Amnesty Dewan Perwakilan Rakyat secara resm via BBC Indonesia,beritainyangada DPR sahkan undang undang tax amnesty dewan wakil rakyat cara resm via BBC indonesia,0.0266603474764648,neutral,ambiguous,neutral,informasi
7519,2017-04-02T20:31:41.000Z,Kebijakan soal Pembebasan PBB atas rumah yg NJOP nya di bwh Rp Milyar apkh ada rumah milik para CUKONG di bwh Rp Milyar?,bijak soal bebas PBB atas rumah yang NJOP nya di bwh rp milyar apkh ada rumah milik para CUKONG di bwh rp milyar ?,0.0199973337599309,neutral,ambiguous,neutral,tidak ada fokus kepada DPR
12768,2024-12-13T11:41:49.000Z,Semoga anggota mun yg mwnokan RUU perdagangan anjing dan kucing mendapatkan karma seburuk buruknya secepatnya Aamiin Lihat video dogmeatfreeindonesia! TikTok,moga anggota mun yang mwnokan RUU dagang anjing dan kucing dapat karma buruk buruk cepat amin lihat video dogmeatfreeindonesia ! tiktok,-0.0407773759602332,neutral,ambiguous,neutral,sentimen kuat tapi target tidak jelas
2204,2016-08-03T06:23:57.000Z,Ang DPR RI menyerap aspirasi dg unsur pengurus DPD PAN Garut dlm kgtn Reses,ang DPR RI serap aspirasi dengan unsur urus DPD KAPAN garut dalam kgtn reses,0.0,neutral,ambiguous,positive,penilaian kinerja DPR dalam menyerap aspirasi
10006,2018-09-10T15:46:36.000Z,Ini Aturan dan undang undang ada yang ditabrak nggak? Kalau ada kok Parlemen diam? Bung Bang Bagaimana ini?,ini atur dan undang undang ada yang tabrak nggak ? kalau ada kok parlemen diam ? bung bang bagaimana ini ?,0.0157129923532138,neutral,ambiguous,negative,kritik terhadap sikap DPR yang dianggap diam
3494,2016-05-24T11:38:49.000Z,Anggota DPR BUMN jangan habisi kontraktor kecil Anggota Panja Revisi Undang Undang Jasa Konstruksi Mohamm,anggota DPR BUMN jangan habis kontraktor kecil anggota panja revisi undang undang jasa konstruksi mohamm,-0.0099996666799994,neutral,ambiguous,negative,kritik terhadap DPR terkait kebijakan
8402,2017-01-14T14:43:17.000Z,Misbakhun Harapkan Konsistensi Pemerintah pada RUU Pertembakauan Anggota Komisi XI DPR RI Mukhammad Misbakhun,misbakhun harap konsistensi perintah pada RUU tembakau anggota komisi XI DPR RI mukhammad misbakhun,-0.0479631699422089,neutral,ambiguous,neutral,informasi pernyataan
11909,2021-12-20T08:26:33.000Z,Komisi III DPR RI menggelar FGD dengan tema Urgensi RUU Tentang Penyadapan dalam Sistem Penegakan Hukum Berbasis Prinsip Due Process of Law FGD ini diselenggarakan saat ini untuk mendapatkan masukan saran informasi maupun pencerahan bagi Komisi III,komisi II DPR RI gelar FGD dengan tema urgensi RUU tentang sadap dalam sistem tega hukum bas prinsip due process of law FGD ini selenggara saat ini untuk dapat masuk saran informasi maupun cerah bagi komisi II,0.0479631699422089,neutral,ambiguous,neutral,informasi kegiatan
5658,2017-08-24T07:43:03.000Z,Rapat Paripurna DPR RI Ke Masa Persidangan I Tahun Sidang dengan agenda Pemandangan Umum Fraksi atas RAPBN,rapat paripurna DPR RI ke masa sidang i tahun sidang dengan agenda pandang umum fraksi atas RAPBN,0.0228531631251695,neutral,ambiguous,neutral,informasi kegiatan
10940,2019-12-22T10:54:06.000Z,Ini tugas anggota saat reses ya?,ini tugas anggota saat reses ya ?,-0.0099996666799994,neutral,ambiguous,neutral,"pertanyaan tanpa opini jelas, kecuali ada tambahan teks ""kok cuma begini?"" atau ""gak jelas"", intinya ada imbuhan lagi yang melengkapi pertanyaan itu"
6525,2017-06-16T01:46:36.000Z,Pencabutan SubsidiListrik sdh disetujui oleh sejak tahun dan sudah melakukan sosialisi ttg kebijakan ini,cabut subsidilistrik sudah tuju oleh sejak tahun dan sudah laku sosialis tentang bijak ini,0.0266603474764648,neutral,ambiguous,neutral,informasi kebijakan
8608,2018-12-23T05:51:16.000Z,Bang luar biasa tau fungsi dan kerjanya sebagai wakil rakyat yaitu menyuarakan aspirasi rakyat yang lain mungkin hanya menyuarakan isi perut Hehehe,bang luar biasa tau fungsi dan kerja bagai wakil rakyat yaitu suara aspirasi rakyat yang lain mungkin hanya suara isi perut hehehe,0.0199973337599309,neutral,ambiguous,positive,"apresiasi terhadap kinerja wakil rakyat, walaupun ada menyindir anggota yang lain"
7390,2017-04-06T08:22:58.000Z,Rapat Paripurna Ruhut Resmi Dicopot dari Anggota DPR Bah cam mana pulak ini?? D,rapat paripurna ruhut resmi copot dari anggota DPR bah cam mana pula ini ? ? DI,-0.0333209931388228,neutral,ambiguous,neutral,reaksi tanpa penilaian jelas
2637,2016-06-28T00:53:15.000Z,Masuk ke Sidang Paripurna Hari Ini RUU APBNP Siap Disahkan Jadi UU Badan Anggran DPR RI memutuskan untuk me,masuk ke sidang paripurna hari ini RUU APBNP siap sah jadi UU badan anggran DPR RI putus untuk me,0.0114280738841088,neutral,ambiguous,neutral,informasi RUU
6753,2017-05-30T16:53:32.000Z,Anggota DPR Fraksi PKS Walk Out Saat Rapat Paripurna RAPBN,anggota DPR fraksi PKS walk out saat rapat paripurna RAPBN,-0.0266603474764648,neutral,ambiguous,neutral,informasi
1191,2016-10-12T09:48:54.000Z,Anggota Komisi VIII DPR Itet Tridjajati Sumarijanto Kecewa Penolakan Asosiasi Perusahaan terhadap RUU TJSP,anggota komisi VII DPR itet tridjajati sumarijanto kecewa tolak asosiasi usaha hadap RUU TJSP,0.0,neutral,ambiguous,neutral,informasi pernyataan
10976,2019-12-20T23:08:53.000Z,Siapa yang mau anggota dewan transparan seperti ini? Dari total fasilitas dana reses sebesar Rp miliar Fraksi PSI Jakarta hanya menggunakan Rp miliar saja dan memastikan Rp juta sisanya kembali ke kas Pemda,siapa yang mau anggota dewan transparan seperti ini ? dari total fasilitas dana reses besar rp miliar fraksi PSI jakarta hanya guna rp miliar saja dan pasti rp juta sisa kembali ke kas pemda,0.0466328196077002,neutral,ambiguous,positive,apresiasi transparansi anggota DPR
12110,2021-12-16T09:59:00.000Z,Rancangan Undang Undang Tindak Pidana Kekerasan Seksual RUU TPKS gagal masuk dalam Rapat Paripurna masa sidang tahun ini KekerasanSeksual RUUTPKS,rancang undang undang tindak pidana keras seksual RUU TPKS gagal masuk dalam rapat paripurna masa sidang tahun ini kekerasanseksual RUUTPKS,0.0,neutral,ambiguous,neutral,informasi pembahasan RUU
8065,2017-02-10T14:28:09.000Z,RUU Sistem Perbukuan Kelar Dibahas,RUU sistem buku kelar bahas,0.0266603474764648,neutral,ambiguous,neutral,informasi
4591,2017-11-23T08:11:04.000Z,Daripada Yang dibubarkan lebih baik aja yang dibubarkan gak ada guna dan fungsinya juga tidak bisa menyerap aspirasi rakyat tapi lebih menyerap aspirasi partai atau golongan saja,daripada yang bubar lebih baik saja yang bubar enggak ada guna dan fungsi juga tidak bisa serap aspirasi rakyat tapi lebih serap aspirasi partai atau golong saja,0.0191976410518404,neutral,ambiguous,negative,kritik terhadap DPR yang dianggap tidak berfungsi
7436,2017-04-05T10:17:56.000Z,Pansus Khawatirkan Teknis Pemilu Serentak Panitia Khusus RUU Pemilu DPR RI sangat mencemaskan teknis,pansus khawatir teknis milu serentak panitia khusus RUU milu DPR RI sangat cemas teknis,0.0219964513536829,neutral,ambiguous,neutral,informasi
4503,2017-12-05T05:12:24.000Z,Agenda Rapat Paripurna DPR RI Ke yaitu Laporan Prolegnas Pendapat Fraksi Fraksi atas RUU Usul Inisiatif Anggota Komisi RUU Tentang Konservasi Sumber Daya Alam Hayati dan RUU Tentang Kebidanan,agenda rapat paripurna DPR RI ke yaitu lapor prolegnas dapat fraksi fraksi atas RUU usul inisiatif anggota komisi RUU tentang konservasi sumber daya alam hayati dan RUU tentang bidan,0.0399786803111635,neutral,ambiguous,neutral,informasi kegiatan
9936,2018-09-15T10:07:03.000Z,Untuk menyempurnakan RUU Penyadapan yang sedang dirancang oleh para anggota DPR RI saya mengunjungi Kolombia dalam rangka riset bersama beberapa anggota baleg disambut oleh Duta Besar RI untuk Kolombia dan,untuk sempurna RUU sadap yang sedang rancang oleh para anggota DPR RI saya unjung kolombia dalam rangka riset sama beberapa anggota baleg sambut oleh duta besar RI untuk kolombia dan,0.0342722861972885,neutral,ambiguous,neutral,informasi kegiatan
8688,2018-12-17T14:10:05.000Z,Apa tanggapan Anda soal anggota DPR yg sering absen saat rapat paripurna? Sampaikan saran dan tanggapan ada dengan hashtag PartaiBicaraMetroTV KnowledgeToElevate MetroTVIndonesiaMemilih,apa tanggap anda soal anggota DPR yang sering absen saat rapat paripurna ? sampai saran dan tanggap ada dengan hashtag partaibicarametrotv knowledgetoelevate metrotvindonesiamemilih,0.0190885901201895,neutral,ambiguous,neutral,"memancing opini, bukan menyatakan opini"
2426,2016-07-20T11:09:00.000Z,PalembangNews Dikabarkan Ditangkap Polisi Anggota DPR RI Asal Sumsel Bilang Sedang Rapat Paripurna,palembangnews kabar tangkap polisi anggota DPR RI asal sumsel bilang sedang rapat paripurna,-0.031989081805404,neutral,ambiguous,neutral,berita
3267,2016-06-01T11:53:17.000Z,Pansus RUU Pemberantasan Tindak Pidana Terorisme Bersama DPR RI LSM dan Ormas ormas,pansus RUU berantas tindak pidana terorisme sama DPR RI LSM dan ormas ormas,0.0,neutral,ambiguous,neutral,informasi kegiatan
3601,2016-05-19T08:10:57.000Z,Hendrawan PDIP Dana Reses Anggota DPR Bisa Capai Rp M Setahun Saat mengajukan ku BatikBontang,hendrawan PDIP dana reses anggota DPR bisa capai rp SAMA tahun saat aju ku batikbontang,0.0399786803111635,neutral,ambiguous,neutral,informasi
2568,2016-06-29T07:11:10.000Z,RUU Sistem Perbukuan Ditarget Kelar Tahun Ini,RUU sistem buku target kelar tahun ini,-0.0399786803111635,neutral,ambiguous,neutral,informasi
7702,2017-03-15T04:59:31.000Z,Wow Rapat Paripurna Anggota DPR yang Hadir Hanya Orang jkt,wow rapat paripurna anggota DPR yang hadir hanya orang jakarta,0.0199973337599309,neutral,ambiguous,negative,kritik terhadap kehadiran anggota DPR
10949,2019-12-21T15:13:03.000Z,Mulan Jameela Curi Perhatian Saat Hadiri Rapat Paripurna DPR RI lewat,mulan jameela curi perhati saat hadir rapat paripurna DPR RI lewat,0.0159986348064623,neutral,ambiguous,neutral,informasi kegiatan
11313,2020-12-17T07:16:24.000Z,Kunjungan Reses Anggota DPR RI masa sidang II yg di wakili Anggota Komisi VII DPR RI Prof Dr H Awang Faroek Ishak MM dlm Rangka Sosialisasi UU pertambangan terkait RUU Energi Baru Terbarukan EBT di Ruang Tepian II Kantor Gubernur Kaltim Kamis,kunjung reses anggota DPR RI masa sidang II yang di wakil anggota komisi VII DPR RI prof dari h awang faroek ishak MM dalam rangka sosialisasi UU tambang kait RUU energi baru baru EBT di ruang tepi II kantor gubernur kaltim kamis,-0.0177759051292862,neutral,ambiguous,neutral,informasi kegiatan
3428,2016-05-26T04:41:51.000Z,Paripurna Soal RAPBN Data Absen Anggota DPR Tak Dibuka DPR hari ini menggelar rapat paripurna untuk membahas untuk membahas RA,paripurna soal RAPBN data absen anggota DPR tak buka DPR hari ini gelar rapat paripurna untuk bahas untuk bahas RA,-0.5266185977409145,negative,very_confident,neutral,berita
9515,2018-10-24T04:40:08.000Z,Kita jangan hanya berpikir untuk menambah anggota DPR saja tetapi juga perlu adanya rancangan UU agar DPD tetap survive Jerry Massie Dr Ph D Peneliti Kebijakan Publik Indonesian Public Institute,kita jangan hanya pikir untuk tambah anggota DPR saja tetapi juga perlu ada rancang UU agar DPD tetap survive jerry massie dari ph DI teliti bijak publik indonesian public institute,-0.1794637827962349,negative,moderate,neutral,usulan kebijakan
6004,2017-07-20T18:37:17.000Z,Baru kali ini sejarah Ada rapat paripurna dipimpin TSK korupsi,baru kali ini sejarah ada rapat paripurna pimpin TSK korupsi,-0.0532828229009679,negative,ambiguous,negative,kritik terhadap DPR terkait kasus korupsi
8089,2017-02-08T12:44:19.000Z,RUU Kepalangmerahan Terbentur Masalah Lambang info,RUU kepalangmerahan bentur masalah lambang info,-0.1780808681173301,negative,moderate,neutral,berita
