no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,ignored_words,unmatched_words
11891,2021-12-20T23:57:08.000Z,Dalam mewujudkan visi tersebut pemerintah bersama Dewan Perwakilan Rakyat menyusun membahas rancangan undang undang yg kemudian menjadi Undang Undang Nomor Tahun tentang Desa UU Desa KumhamPasti bumdes membangundaridesa KemenkumhamRI,dalam mewujudkan visi tersebut pemerintah bersama dewan perwakilan rakyat menyusun membahas rancangan undang undang yang kemudian menjadi undang undang nomor tahun tentang desa UU desa kumhampasti bumdes membangundaridesa kemenkumhamri,0.8,0.2,0.447213595499958,positive,"['dalam', 'mewujudkan', 'visi', 'tersebut', 'pemerintah', 'bersama', 'dewan', 'perwakilan', 'rakyat', 'menyusun', 'membahas', 'rancangan', 'undang', 'undang', 'yang', 'kemudian', 'menjadi', 'undang', 'undang', 'nomor', 'tahun', 'tentang', 'desa', 'UU', 'desa', 'kumhampasti', 'bumdes', 'membangundaridesa', 'kemenkumhamri']","['dalam', 'mewujudkan', 'visi', 'tersebut', 'pemerintah', 'bersama', 'dewan', 'perwakilan', 'rakyat', 'menyusun', 'membahas', 'rancangan', 'undang', 'undang', 'undang', 'undang', 'tahun', 'tentang', 'desa', 'UU', 'desa', 'kumhampasti']",['yang'],"['kemudian', 'menjadi', 'nomor', 'bumdes', 'membangundaridesa', 'kemenkumhamri']"
11918,2021-12-20T05:26:41.000Z,Apa betul kalian dlm hati menolak Sehingga Tak Ada Hati Sahkan RUU TPKS ???!! Kalau takut terkena internal sendiri bgm mgkn kalian bs diharapkan Rakyat agar perjuangkan UU yg menjerat tindakan kekerasan seksual dinegeri ini,apa betul kalian dalam hati menolak sehingga tak ada hati sahkan RUU TPKS ? ? ! ! jika takut terkena internal sendiri bgm mungkin kalian bisa diharapkan rakyat agar perjuangkan UU yang menjerat tindakan kekerasan seksual dinegeri ini,-2.8,-0.7,0.4472135954999578,negative,"['apa', 'betul', 'kalian', 'dalam', 'hati', 'menolak', 'sehingga', 'tak', 'ada', 'hati', 'sahkan', 'RUU', 'TPKS', '?', '?', '!', '!', 'jika', 'takut', 'terkena', 'internal', 'sendiri', 'bgm', 'mungkin', 'kalian', 'bisa', 'diharapkan', 'rakyat', 'agar', 'perjuangkan', 'UU', 'yang', 'menjerat', 'tindakan', 'kekerasan', 'seksual', 'dinegeri', 'ini']","['betul', 'kalian', 'dalam', 'hati', 'menolak', 'ada', 'hati', 'sahkan', 'RUU', 'TPKS', 'takut', 'sendiri', 'mungkin', 'kalian', 'diharapkan', 'rakyat', 'agar', 'perjuangkan', 'UU', 'tindakan', 'kekerasan', 'seksual']","['apa', 'yang']","['sehingga', 'tak', '?', '?', '!', '!', 'jika', 'terkena', 'internal', 'bgm', 'bisa', 'menjerat', 'dinegeri', 'ini']"
11927,2021-12-19T15:55:33.000Z,Pelaku Pemerkosaan Bocah Tahun Masih Bebas Anggota DPR RI Desak Kapolda Aceh Turun Tangan,pelaku pemerkosaan bocah tahun masih bebas anggota DPR RI desak kapolda aceh turun tangan,0.8,0.2,0.4472135954999579,positive,"['pelaku', 'pemerkosaan', 'bocah', 'tahun', 'masih', 'bebas', 'anggota', 'DPR', 'RI', 'desak', 'kapolda', 'aceh', 'turun', 'tangan']","['pemerkosaan', 'tahun', 'masih', 'bebas', 'anggota', 'DPR', 'RI', 'desak', 'kapolda', 'aceh', 'turun', 'tangan']",[],"['pelaku', 'bocah']"
11934,2021-12-19T09:45:58.000Z,Berarti yg hrs di dorong untuk membubarkan itu Presiden RI dan donk kalau pun DRR RI bisa menyetujui aspirasi rakyat yg setuju pembubaran Lembaga yg gak berguna itu tp Presiden pasti gak setuju,berarti yang harus di dorong untuk membubarkan itu presiden RI dan dong jika pun DRR RI bisa menyetujui aspirasi rakyat yang setuju pembubaran lembaga yang tidak berguna itu tetapi presiden pasti tidak setuju,-0.4,-0.1,1.5165750888103102,negative,"['berarti', 'yang', 'harus', 'di', 'dorong', 'untuk', 'membubarkan', 'itu', 'presiden', 'RI', 'dan', 'dong', 'jika', 'pun', 'DRR', 'RI', 'bisa', 'menyetujui', 'aspirasi', 'rakyat', 'yang', 'setuju', 'pembubaran', 'lembaga', 'yang', 'tidak', 'berguna', 'itu', 'tetapi', 'presiden', 'pasti', 'tidak', 'setuju']","['berarti', 'dorong', 'membubarkan', 'presiden', 'RI', 'RI', 'menyetujui', 'aspirasi', 'rakyat', 'setuju', 'pembubaran', 'lembaga', 'berguna', 'presiden', 'pasti', 'setuju']","['yang', 'harus', 'itu', 'pun', 'yang', 'yang', 'tidak', 'itu', 'tidak']","['di', 'untuk', 'dan', 'dong', 'jika', 'DRR', 'bisa', 'tetapi']"
11943,2021-12-19T00:12:11.000Z,Bisa dipetakan ndak seh anggota yang menolak dan mendukung? Paling tidak masuk ke portofolio anggota dpr yang menunjukan selama dia terpilih mendukung RUU apa saja atau menentang RUU apa saja agar jadi pertanggungjawaban kpd rakyat pertimbangan pemilu kedepan,bisa dipetakan indak sih anggota yang menolak dan mendukung ? paling tidak masuk ke portofolio anggota dpr yang menunjukan selama dia terpilih mendukung RUU apa saja atau menentang RUU apa saja agar jadi pertanggungjawaban kepada rakyat pertimbangan pemilu kedepan,0.6,0.15,0.8944271909999161,positive,"['bisa', 'dipetakan', 'indak', 'sih', 'anggota', 'yang', 'menolak', 'dan', 'mendukung', '?', 'paling', 'tidak', 'masuk', 'ke', 'portofolio', 'anggota', 'dpr', 'yang', 'menunjukan', 'selama', 'dia', 'terpilih', 'mendukung', 'RUU', 'apa', 'saja', 'atau', 'menentang', 'RUU', 'apa', 'saja', 'agar', 'jadi', 'pertanggungjawaban', 'kepada', 'rakyat', 'pertimbangan', 'pemilu', 'kedepan']","['dipetakan', 'anggota', 'menolak', 'mendukung', 'masuk', 'portofolio', 'anggota', 'dpr', 'terpilih', 'mendukung', 'RUU', 'saja', 'menentang', 'RUU', 'saja', 'agar', 'jadi', 'pertanggungjawaban', 'kepada', 'rakyat', 'pemilu']","['yang', 'tidak', 'yang', 'dia', 'apa', 'apa']","['bisa', 'indak', 'sih', 'dan', '?', 'paling', 'ke', 'menunjukan', 'selama', 'atau', 'pertimbangan', 'kedepan']"
11998,2021-12-17T23:59:44.000Z,soal omicron Utk anggota DPR RI,soal omicron untuk anggota DPR RI,0.0,0.0,0.0,neutral,"['soal', 'omicron', 'untuk', 'anggota', 'DPR', 'RI']","['soal', 'anggota', 'DPR', 'RI']",[],"['omicron', 'untuk']"
12018,2021-12-17T12:36:54.000Z,Apa yang telah saya kemukakan di atas menjadi suatu pembenaran dan alasan saya untuk mendukung pembahasan dan pengesahan RUU TPKS di sidang paripurna sehingga menurut saya tidak ada alasan untuk tidak mendukung RUU TPKS RUUTPKS,apa yang telah saya kemukakan di atas menjadi suatu pembenaran dan alasan saya untuk mendukung pembahasan dan pengesahan RUU TPKS di sidang paripurna sehingga menurut saya tidak ada alasan untuk tidak mendukung RUU TPKS RUUTPKS,1.6,0.4,0.5477225575051661,positive,"['apa', 'yang', 'telah', 'saya', 'kemukakan', 'di', 'atas', 'menjadi', 'suatu', 'pembenaran', 'dan', 'alasan', 'saya', 'untuk', 'mendukung', 'pembahasan', 'dan', 'pengesahan', 'RUU', 'TPKS', 'di', 'sidang', 'paripurna', 'sehingga', 'menurut', 'saya', 'tidak', 'ada', 'alasan', 'untuk', 'tidak', 'mendukung', 'RUU', 'TPKS', 'RUUTPKS']","['atas', 'mendukung', 'pembahasan', 'pengesahan', 'RUU', 'TPKS', 'sidang', 'paripurna', 'menurut', 'ada', 'mendukung', 'RUU', 'TPKS']","['apa', 'yang', 'saya', 'saya', 'saya', 'tidak', 'tidak']","['telah', 'kemukakan', 'di', 'menjadi', 'suatu', 'pembenaran', 'dan', 'alasan', 'untuk', 'dan', 'di', 'sehingga', 'alasan', 'untuk', 'RUUTPKS']"
12045,2021-12-17T06:47:06.000Z,Pak bu yth masih mau nunda RUU TPKS kah?,pak bu yth masih mau nunda RUU TPKS kah ?,-1.8,-0.45,0.447213595499958,negative,"['pak', 'bu', 'yth', 'masih', 'mau', 'nunda', 'RUU', 'TPKS', 'kah', '?']","['pak', 'masih', 'mau', 'RUU', 'TPKS']",[],"['bu', 'yth', 'nunda', 'kah', '?']"
12065,2021-12-17T01:21:10.000Z,Soal kedaruratan kekerasan seksual dikalahkan oleh soal teknis Korban kekerasan seksual yang bertumbangan tak mampu menyentuh hati anggota DPR Terbuat dari apa hati para wakil rakyat itu,soal kedaruratan kekerasan seksual dikalahkan oleh soal teknis korban kekerasan seksual yang bertumbangan tak mampu menyentuh hati anggota DPR terbuat dari apa hati para wakil rakyat itu,-3.4,-0.85,0.5477225575051661,negative,"['soal', 'kedaruratan', 'kekerasan', 'seksual', 'dikalahkan', 'oleh', 'soal', 'teknis', 'korban', 'kekerasan', 'seksual', 'yang', 'bertumbangan', 'tak', 'mampu', 'menyentuh', 'hati', 'anggota', 'DPR', 'terbuat', 'dari', 'apa', 'hati', 'para', 'wakil', 'rakyat', 'itu']","['soal', 'kekerasan', 'seksual', 'soal', 'korban', 'kekerasan', 'seksual', 'bertumbangan', 'mampu', 'hati', 'anggota', 'DPR', 'hati', 'para', 'wakil', 'rakyat']","['oleh', 'yang', 'dari', 'apa', 'itu']","['kedaruratan', 'dikalahkan', 'teknis', 'tak', 'menyentuh', 'terbuat']"
12133,2021-12-16T06:59:18.000Z,Di saat kasus kekerasan seksual di Indonesia satu persatu terungkap justru tak punya keinginan untuk segera mengesahkan RUU TPKS yg sebetulnya sdh sangat kompromistis dibandingkan draf awal RUU PKS Kalian memalukan!,di saat kasus kekerasan seksual di indonesia satu persatu terungkap justru tak punya keinginan untuk segera mengesahkan RUU TPKS yang sebetulnya sudah sangat kompromistis dibandingkan draf awal RUU PKS kalian memalukan !,-3.8,-0.95,0.4472135954999578,negative,"['di', 'saat', 'kasus', 'kekerasan', 'seksual', 'di', 'indonesia', 'satu', 'persatu', 'terungkap', 'justru', 'tak', 'punya', 'keinginan', 'untuk', 'segera', 'mengesahkan', 'RUU', 'TPKS', 'yang', 'sebetulnya', 'sudah', 'sangat', 'kompromistis', 'dibandingkan', 'draf', 'awal', 'RUU', 'PKS', 'kalian', 'memalukan', '!']","['kasus', 'kekerasan', 'seksual', 'indonesia', 'satu', 'terungkap', 'punya', 'segera', 'mengesahkan', 'RUU', 'TPKS', 'sebetulnya', 'draf', 'awal', 'RUU', 'PKS', 'kalian']","['yang', 'sudah', 'sangat']","['di', 'saat', 'di', 'persatu', 'justru', 'tak', 'keinginan', 'untuk', 'kompromistis', 'dibandingkan', 'memalukan', '!']"
12142,2021-12-16T03:18:38.000Z,Dari berita ini jelas Penundaannya ada di tangan pimpinan dan Bamus PKS ngga ada dipimpinan Di Bamus juga jumlahnya kecil Tapi kalo ada berita gini yg dimaki tetap PKS Nasib loe p,dari berita ini jelas penundaannya ada di tangan pimpinan dan bamus PKS tidak ada dipimpinan di bamus juga jumlahnya kecil tetapi jika ada berita begini yang dimaki tetap PKS nasib lo p,-0.8,-0.2,0.447213595499958,negative,"['dari', 'berita', 'ini', 'jelas', 'penundaannya', 'ada', 'di', 'tangan', 'pimpinan', 'dan', 'bamus', 'PKS', 'tidak', 'ada', 'dipimpinan', 'di', 'bamus', 'juga', 'jumlahnya', 'kecil', 'tetapi', 'jika', 'ada', 'berita', 'begini', 'yang', 'dimaki', 'tetap', 'PKS', 'nasib', 'lo', 'p']","['berita', 'jelas', 'ada', 'tangan', 'pimpinan', 'bamus', 'PKS', 'ada', 'bamus', 'kecil', 'ada', 'berita', 'begini', 'tetap', 'PKS']","['dari', 'tidak', 'yang']","['ini', 'penundaannya', 'di', 'dan', 'dipimpinan', 'di', 'juga', 'jumlahnya', 'tetapi', 'jika', 'dimaki', 'nasib', 'lo', 'p']"
12163,2021-12-16T02:48:03.000Z,kayanya harus dari kelurga terdekat anggota dpr yg kena KS baru deh di urus kalo rakyat mah cuman bisa koar koar tnpa ada undang undang yg bisa jadi pedoman,kayanya harus dari kelurga terdekat anggota dpr yang kena KS baru deh di urus jika rakyat mah cuman bisa koar koar tanpa ada undang undang yang bisa jadi pedoman,-2.4,-0.6,0.5477225575051661,negative,"['kayanya', 'harus', 'dari', 'kelurga', 'terdekat', 'anggota', 'dpr', 'yang', 'kena', 'KS', 'baru', 'deh', 'di', 'urus', 'jika', 'rakyat', 'mah', 'cuman', 'bisa', 'koar', 'koar', 'tanpa', 'ada', 'undang', 'undang', 'yang', 'bisa', 'jadi', 'pedoman']","['kayanya', 'terdekat', 'anggota', 'dpr', 'kena', 'rakyat', 'koar', 'koar', 'ada', 'undang', 'undang', 'jadi']","['harus', 'dari', 'yang', 'yang']","['kelurga', 'KS', 'baru', 'deh', 'di', 'urus', 'jika', 'mah', 'cuman', 'bisa', 'tanpa', 'bisa', 'pedoman']"
12203,2021-12-13T21:23:25.000Z,Umat Islam Indonesia mendukung disahkannya RUU TPKS oleh RUU TPKS melindungi perempuan korban pemerkosaan kekerasan seksual Ini adalah payung hukum bagi korban Semakin ditunda makin banyak korban berjatuhan Tulisan pendek yg bagus dari Ustadz muda NU x com Ayang_Utriza s,umat islam indonesia mendukung disahkannya RUU TPKS oleh RUU TPKS melindungi perempuan korban pemerkosaan kekerasan seksual ini adalah payung hukum bagi korban semakin ditunda makin banyak korban berjatuhan tulisan pendek yang bagus dari ustadz muda NU kali com ayang_utriza si,1.2,0.3,0.447213595499958,positive,"['umat', 'islam', 'indonesia', 'mendukung', 'disahkannya', 'RUU', 'TPKS', 'oleh', 'RUU', 'TPKS', 'melindungi', 'perempuan', 'korban', 'pemerkosaan', 'kekerasan', 'seksual', 'ini', 'adalah', 'payung', 'hukum', 'bagi', 'korban', 'semakin', 'ditunda', 'makin', 'banyak', 'korban', 'berjatuhan', 'tulisan', 'pendek', 'yang', 'bagus', 'dari', 'ustadz', 'muda', 'NU', 'kali', 'com', 'ayang_utriza', 'si']","['umat', 'islam', 'indonesia', 'mendukung', 'RUU', 'TPKS', 'RUU', 'TPKS', 'melindungi', 'perempuan', 'korban', 'pemerkosaan', 'kekerasan', 'seksual', 'payung', 'hukum', 'bagi', 'korban', 'semakin', 'ditunda', 'makin', 'banyak', 'korban', 'berjatuhan', 'pendek', 'bagus', 'ustadz', 'muda']","['oleh', 'yang', 'dari']","['disahkannya', 'ini', 'adalah', 'tulisan', 'NU', 'kali', 'com', 'ayang_utriza', 'si']"
12223,2021-12-14T13:36:55.000Z,Datangi Gedung DPR Kohati PB HMI Desak Pengesahan RUU PPRT,datangi gedung DPR kohati PB HMI desak pengesahan RUU PPRT,-0.8,-0.2,0.447213595499958,negative,"['datangi', 'gedung', 'DPR', 'kohati', 'PB', 'HMI', 'desak', 'pengesahan', 'RUU', 'PPRT']","['datangi', 'gedung', 'DPR', 'desak', 'pengesahan', 'RUU']",[],"['kohati', 'PB', 'HMI', 'PPRT']"
12249,2021-12-14T01:42:05.000Z,Mulan Kwok Mulan Jamila Wulansari with bare minimum competency in Perwakilan Aspirasi Rakyat bisa jadi anggota DPR aja udah a,mulan kwok mulan jamila wulansari with bare minimum competency ini perwakilan aspirasi rakyat bisa jadi anggota DPR saja sudah a,-2.4,-0.6,0.5477225575051661,negative,"['mulan', 'kwok', 'mulan', 'jamila', 'wulansari', 'with', 'bare', 'minimum', 'competency', 'ini', 'perwakilan', 'aspirasi', 'rakyat', 'bisa', 'jadi', 'anggota', 'DPR', 'saja', 'sudah', 'a']","['perwakilan', 'aspirasi', 'rakyat', 'jadi', 'anggota', 'DPR', 'saja']",['sudah'],"['mulan', 'kwok', 'mulan', 'jamila', 'wulansari', 'with', 'bare', 'minimum', 'competency', 'ini', 'bisa', 'a']"
12264,2022-12-23T07:00:08.000Z,Pada hari Kamis DPR RI mengesahkan Rancangan Undang Undang Pengembangan dan Penguatan Sektor Keuangan RUU PSK yang berisikan peraturan baru bahwa Otoritas Jasa Keuangan OJK mendapat tugas untuk mengawasi sektor keuangan termasuk transaksi kripto,pada hari kamis DPR RI mengesahkan rancangan undang undang pengembangan dan penguatan sektor keuangan RUU PSK yang berisikan peraturan baru bahwa otoritas jasa keuangan OJK mendapat tugas untuk mengawasi sektor keuangan termasuk transaksi kripto,0.8,0.2,0.447213595499958,positive,"['pada', 'hari', 'kamis', 'DPR', 'RI', 'mengesahkan', 'rancangan', 'undang', 'undang', 'pengembangan', 'dan', 'penguatan', 'sektor', 'keuangan', 'RUU', 'PSK', 'yang', 'berisikan', 'peraturan', 'baru', 'bahwa', 'otoritas', 'jasa', 'keuangan', 'OJK', 'mendapat', 'tugas', 'untuk', 'mengawasi', 'sektor', 'keuangan', 'termasuk', 'transaksi', 'kripto']","['hari', 'kamis', 'DPR', 'RI', 'mengesahkan', 'rancangan', 'undang', 'undang', 'pengembangan', 'sektor', 'keuangan', 'RUU', 'peraturan', 'otoritas', 'jasa', 'keuangan', 'OJK', 'mendapat', 'tugas', 'mengawasi', 'sektor', 'keuangan', 'termasuk', 'transaksi']","['pada', 'yang']","['dan', 'penguatan', 'PSK', 'berisikan', 'baru', 'bahwa', 'untuk', 'kripto']"
12283,2023-12-09T13:29:28.000Z,Kunjungan Kerja Reses Komisi XI DPR RI ke Provinsi Bali Sobat OJK Ketua Dewan Audit OJK Sophia Wattimena menyampaikan OJK akan terus berupaya mendorong akses pembiayaan kepada UMKM guna mendukung pertumbuhan ekonomi,kunjungan kerja reses komisi XI DPR RI ke provinsi bali sobat OJK ketua dewan audit OJK sophia wattimena menyampaikan OJK akan terus berupaya mendorong akses pembiayaan kepada UMKM guna mendukung pertumbuhan ekonomi,0.6,0.15,0.5477225575051662,positive,"['kunjungan', 'kerja', 'reses', 'komisi', 'XI', 'DPR', 'RI', 'ke', 'provinsi', 'bali', 'sobat', 'OJK', 'ketua', 'dewan', 'audit', 'OJK', 'sophia', 'wattimena', 'menyampaikan', 'OJK', 'akan', 'terus', 'berupaya', 'mendorong', 'akses', 'pembiayaan', 'kepada', 'UMKM', 'guna', 'mendukung', 'pertumbuhan', 'ekonomi']","['kunjungan', 'kerja', 'reses', 'komisi', 'XI', 'DPR', 'RI', 'provinsi', 'sobat', 'OJK', 'ketua', 'dewan', 'audit', 'OJK', 'menyampaikan', 'OJK', 'berupaya', 'mendorong', 'akses', 'kepada', 'UMKM', 'guna', 'mendukung', 'pertumbuhan', 'ekonomi']",[],"['ke', 'bali', 'sophia', 'wattimena', 'akan', 'terus', 'pembiayaan']"
12285,2023-12-30T07:01:23.000Z,Perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU Perampasan Aset Koruptor gak akan pernah berhenti Hukuman penjara jelas gak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan Tangkap koruptor! Sita aset asetnya! itu baru,perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU perampasan aset koruptor tidak akan pernah berhenti hukuman penjara jelas tidak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan tangkap koruptor ! sita aset asetnya ! itu baru,0.0,0.0,1.8708286933869709,neutral,"['perjuangan', 'mendesak', 'wakil', 'rakyat', 'untuk', 'segera', 'mengesahkan', 'RUU', 'perampasan', 'aset', 'koruptor', 'tidak', 'akan', 'pernah', 'berhenti', 'hukuman', 'penjara', 'jelas', 'tidak', 'bikin', 'koruptor', 'jera', 'perlu', 'hukuman', 'lain', 'yang', 'bikin', 'mereka', 'ketakutan', 'yaitu', 'dimiskinkan', 'tangkap', 'koruptor', '!', 'sita', 'aset', 'asetnya', '!', 'itu', 'baru']","['perjuangan', 'mendesak', 'wakil', 'rakyat', 'segera', 'mengesahkan', 'RUU', 'perampasan', 'aset', 'koruptor', 'hukuman', 'penjara', 'jelas', 'koruptor', 'jera', 'perlu', 'hukuman', 'lain', 'mereka', 'ketakutan', 'tangkap', 'koruptor', 'aset']","['tidak', 'tidak', 'yang', 'itu']","['untuk', 'akan', 'pernah', 'berhenti', 'bikin', 'bikin', 'yaitu', 'dimiskinkan', '!', 'sita', 'asetnya', '!', 'baru']"
12336,2023-12-14T10:49:53.000Z,Kini tiba saatnya kami menanyakan kepada sidang dewan yang terhormat Apakah Rancangan Undang Undang tentang usulan inisiatif Badan Legislasi DPR RI PKSAMINuntukIndonesia,kini tiba saatnya kami menanyakan kepada sidang dewan yang terhormat apakah rancangan undang undang tentang usulan inisiatif badan legislasi DPR RI pksaminuntukindonesia,0.0,0.0,0.0,neutral,"['kini', 'tiba', 'saatnya', 'kami', 'menanyakan', 'kepada', 'sidang', 'dewan', 'yang', 'terhormat', 'apakah', 'rancangan', 'undang', 'undang', 'tentang', 'usulan', 'inisiatif', 'badan', 'legislasi', 'DPR', 'RI', 'pksaminuntukindonesia']","['kini', 'kepada', 'sidang', 'dewan', 'rancangan', 'undang', 'undang', 'tentang', 'usulan', 'inisiatif', 'badan', 'legislasi', 'DPR', 'RI']",['yang'],"['tiba', 'saatnya', 'kami', 'menanyakan', 'terhormat', 'apakah', 'pksaminuntukindonesia']"
12350,2023-12-16T14:22:48.000Z,Dua Anggota DPRD Solsel Dapil Turun ke Lapangan Guna Tampung Aspirasi Masyarakat Pada penghujung tahun Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Solok Selatan lakukan reses kemasing masing Daerah Pemilihan Dapil,dua anggota DPRD solsel dapil turun ke lapangan guna tampung aspirasi masyarakat pada penghujung tahun dewan perwakilan rakyat daerah DPRD kabupaten solok selatan lakukan reses kemasing masing daerah pemilihan dapil,0.0,0.0,0.0,neutral,"['dua', 'anggota', 'DPRD', 'solsel', 'dapil', 'turun', 'ke', 'lapangan', 'guna', 'tampung', 'aspirasi', 'masyarakat', 'pada', 'penghujung', 'tahun', 'dewan', 'perwakilan', 'rakyat', 'daerah', 'DPRD', 'kabupaten', 'solok', 'selatan', 'lakukan', 'reses', 'kemasing', 'masing', 'daerah', 'pemilihan', 'dapil']","['dua', 'anggota', 'DPRD', 'dapil', 'turun', 'lapangan', 'guna', 'aspirasi', 'masyarakat', 'tahun', 'dewan', 'perwakilan', 'rakyat', 'daerah', 'DPRD', 'kabupaten', 'selatan', 'reses', 'daerah', 'pemilihan', 'dapil']",['pada'],"['solsel', 'ke', 'tampung', 'penghujung', 'solok', 'lakukan', 'kemasing', 'masing']"
12369,2024-12-30T12:08:53.000Z,DIA KAN ANGGOTA DPR SEMUA ATURAN DAN UNDANG UNDANG LEWAT PEMBAHASAN DPR DIANALISA DIBAHAS DISETUJUI OLEH DPR DAN SUDAH DISAHKAN OLEH DPR KENAPA SEKARANG TERIAK GA SETUJU ANEH BANGET NI PARTAI,DIA KAN ANGGOTA DPR SEMUA ATURAN DAN UNDANG UNDANG LEWAT PEMBAHASAN DPR DIANALISA DIBAHAS DISETUJUI OLEH DPR DAN SUDAH DISAHKAN OLEH DPR KENAPA SEKARANG TERIAK TIDAK SETUJU ANEH BANGET INI PARTAI,-1.8,-0.45,0.447213595499958,negative,"['DIA', 'KAN', 'ANGGOTA', 'DPR', 'SEMUA', 'ATURAN', 'DAN', 'UNDANG', 'UNDANG', 'LEWAT', 'PEMBAHASAN', 'DPR', 'DIANALISA', 'DIBAHAS', 'DISETUJUI', 'OLEH', 'DPR', 'DAN', 'SUDAH', 'DISAHKAN', 'OLEH', 'DPR', 'KENAPA', 'SEKARANG', 'TERIAK', 'TIDAK', 'SETUJU', 'ANEH', 'BANGET', 'INI', 'PARTAI']","['ANGGOTA', 'DPR', 'SEMUA', 'ATURAN', 'UNDANG', 'UNDANG', 'LEWAT', 'PEMBAHASAN', 'DPR', 'DIBAHAS', 'DISETUJUI', 'DPR', 'DISAHKAN', 'DPR', 'TERIAK', 'SETUJU', 'ANEH', 'BANGET', 'PARTAI']","['DIA', 'OLEH', 'SUDAH', 'OLEH', 'TIDAK']","['KAN', 'DAN', 'DIANALISA', 'DAN', 'KENAPA', 'SEKARANG', 'INI']"
12370,2024-12-30T12:01:23.000Z,enak banget ngelakuin kesalahan fatal sanksinya cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang kepolisian buktikan kalau kalian juga benar mendukung asas equality before the law !! cc,enak banget melakukan kesalahan fatal sanksinya cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang kepolisian buktikan jika kalian juga benar mendukung asas equality before the law ! ! cc,-0.2,-0.05,1.6431676725154982,negative,"['enak', 'banget', 'melakukan', 'kesalahan', 'fatal', 'sanksinya', 'cuma', 'kena', 'mutasi', 'bapak', 'ibu', 'yth', 'wakil', 'rakyat', 'tolong', 'segera', 'revisi', 'undang', 'undang', 'kepolisian', 'buktikan', 'jika', 'kalian', 'juga', 'benar', 'mendukung', 'asas', 'equality', 'before', 'the', 'law', '!', '!', 'cc']","['enak', 'banget', 'kesalahan', 'fatal', 'cuma', 'kena', 'bapak', 'wakil', 'rakyat', 'tolong', 'segera', 'revisi', 'undang', 'undang', 'kalian', 'benar', 'mendukung']",[],"['melakukan', 'sanksinya', 'mutasi', 'ibu', 'yth', 'kepolisian', 'buktikan', 'jika', 'juga', 'asas', 'equality', 'before', 'the', 'law', '!', '!', 'cc']"
12385,2024-12-30T05:45:26.000Z,apakah seorang legislatif yg menampung aspirasi rakyat lalu menyampaikan dlm forum karena berbeda dgn pemerintah itu harus dinarasikan provokator terus lapor MKD? Kalian ini wakil rakyat atau wakil pemerintah?!!,apakah seorang legislatif yang menampung aspirasi rakyat lalu menyampaikan dalam forum karena berbeda dengan pemerintah itu harus dinarasikan provokator terus lapor MKD ? kalian ini wakil rakyat atau wakil pemerintah ? ! !,-2.2,-0.55,0.8366600265340756,negative,"['apakah', 'seorang', 'legislatif', 'yang', 'menampung', 'aspirasi', 'rakyat', 'lalu', 'menyampaikan', 'dalam', 'forum', 'karena', 'berbeda', 'dengan', 'pemerintah', 'itu', 'harus', 'dinarasikan', 'provokator', 'terus', 'lapor', 'MKD', '?', 'kalian', 'ini', 'wakil', 'rakyat', 'atau', 'wakil', 'pemerintah', '?', '!', '!']","['legislatif', 'menampung', 'aspirasi', 'rakyat', 'lalu', 'menyampaikan', 'dalam', 'forum', 'berbeda', 'pemerintah', 'lapor', 'MKD', 'kalian', 'wakil', 'rakyat', 'wakil', 'pemerintah']","['yang', 'karena', 'itu', 'harus']","['apakah', 'seorang', 'dengan', 'dinarasikan', 'provokator', 'terus', '?', 'ini', 'atau', '?', '!', '!']"
12388,2024-12-30T05:08:52.000Z,Jauh beda dg kami indonesia pak pejabat kami rata rata kebanyakan justru hobi membebani rakyat an Kebijakan yg udah mereka buat sndiri pak Miris ya pak,jauh beda dengan kami indonesia pak pejabat kami rata rata kebanyakan justru hobi membebani rakyat an kebijakan yang sudah mereka buat sendiri pak miris ya pak,-2.6,-0.65,0.8944271909999161,negative,"['jauh', 'beda', 'dengan', 'kami', 'indonesia', 'pak', 'pejabat', 'kami', 'rata', 'rata', 'kebanyakan', 'justru', 'hobi', 'membebani', 'rakyat', 'an', 'kebijakan', 'yang', 'sudah', 'mereka', 'buat', 'sendiri', 'pak', 'miris', 'ya', 'pak']","['jauh', 'beda', 'indonesia', 'pak', 'pejabat', 'rata', 'rata', 'kebanyakan', 'rakyat', 'kebijakan', 'mereka', 'buat', 'sendiri', 'pak', 'miris', 'pak']","['yang', 'sudah', 'ya']","['dengan', 'kami', 'kami', 'justru', 'hobi', 'membebani', 'an']"
